"","state.n","year.n","race.n","sex.n","COD","race","sex","state","year","age.std.mortality.rate_LCL","age.std.mortality.rate_med","age.std.mortality.rate_UCL","Census_Division","Census_Region","stabbrs","rate.per.100k","state.reorder"
"41",0,2,1,0,"Injuries","Black","Male","Alabama",1970,0.00240907175263234,0.00251366473561716,0.00244014113967111,"East South Central","South","AL",251.366473561716,"Alabama"
"42",0,2,1,0,"Non-communicable","Black","Male","Alabama",1970,0.000879111240054633,0.000938591506739674,0.000902102341957146,"East South Central","South","AL",93.8591506739674,"Alabama"
"43",0,2,1,1,"All other causes","Black","Female","Alabama",1970,0.00228987010437741,0.00238903593850252,0.00232341360677097,"East South Central","South","AL",238.903593850252,"Alabama"
"44",0,2,1,1,"Cancers","Black","Female","Alabama",1970,0.00155147248276308,0.00161122836093788,0.00157150254978423,"East South Central","South","AL",161.122836093788,"Alabama"
"45",0,2,1,1,"Cardiovascular","Black","Female","Alabama",1970,0.00673708973962212,0.00694713285074725,0.00681345570547337,"East South Central","South","AL",694.713285074725,"Alabama"
"46",0,2,1,1,"Communicable","Black","Female","Alabama",1970,0.000461768157383678,0.000498272026926529,0.000473470447724798,"East South Central","South","AL",49.8272026926529,"Alabama"
"47",0,2,1,1,"Injuries","Black","Female","Alabama",1970,0.000608145049422689,0.000647748157908445,0.000619573543438125,"East South Central","South","AL",64.7748157908445,"Alabama"
"48",0,2,1,1,"Non-communicable","Black","Female","Alabama",1970,0.000735477354898732,0.000782187574905132,0.00075074402928726,"East South Central","South","AL",78.2187574905132,"Alabama"
"49",0,3,0,0,"All other causes","White","Male","Alabama",1971,0.00176917294426707,0.00182573431339382,0.00178693813847088,"East South Central","South","AL",182.573431339382,"Alabama"
"50",0,3,0,0,"Cancers","White","Male","Alabama",1971,0.00230474142315998,0.00236376722145812,0.00232607148224799,"East South Central","South","AL",236.376722145812,"Alabama"
"51",0,3,0,0,"Cardiovascular","White","Male","Alabama",1971,0.00898590336304734,0.00915621338490841,0.00904204890262059,"East South Central","South","AL",915.621338490841,"Alabama"
"52",0,3,0,0,"Communicable","White","Male","Alabama",1971,0.000601924273914373,0.000646009517463095,0.000617553731803477,"East South Central","South","AL",64.6009517463095,"Alabama"
"53",0,3,0,0,"Injuries","White","Male","Alabama",1971,0.00143828234760253,0.00148033949031664,0.00145114175062352,"East South Central","South","AL",148.033949031664,"Alabama"
"54",0,3,0,0,"Non-communicable","White","Male","Alabama",1971,0.000901556753414813,0.000935447761744649,0.000912082260384778,"East South Central","South","AL",93.5447761744649,"Alabama"
"55",0,3,0,1,"All other causes","White","Female","Alabama",1971,0.00108184776935488,0.00112208688586716,0.00109609601637601,"East South Central","South","AL",112.208688586716,"Alabama"
"56",0,3,0,1,"Cancers","White","Female","Alabama",1971,0.00136313999986527,0.00139552562920873,0.00137289526230546,"East South Central","South","AL",139.552562920873,"Alabama"
"57",0,3,0,1,"Cardiovascular","White","Female","Alabama",1971,0.00533585951073461,0.00545228126470324,0.00537391850999834,"East South Central","South","AL",545.228126470324,"Alabama"
"58",0,3,0,1,"Communicable","White","Female","Alabama",1971,0.000337741993704546,0.000362721373496839,0.000345105877161352,"East South Central","South","AL",36.2721373496839,"Alabama"
"59",0,3,0,1,"Injuries","White","Female","Alabama",1971,0.000482258826194334,0.000504808848074052,0.000490623448005446,"East South Central","South","AL",50.4808848074052,"Alabama"
"60",0,3,0,1,"Non-communicable","White","Female","Alabama",1971,0.000406456559800104,0.000426315456177226,0.000412836705137756,"East South Central","South","AL",42.6315456177226,"Alabama"
"61",0,3,1,0,"All other causes","Black","Male","Alabama",1971,0.00327878066693644,0.0034059882240214,0.00331414541319462,"East South Central","South","AL",340.59882240214,"Alabama"
"62",0,3,1,0,"Cancers","Black","Male","Alabama",1971,0.0023888686984937,0.00247962761217376,0.00241800408372232,"East South Central","South","AL",247.962761217376,"Alabama"
"63",0,3,1,0,"Cardiovascular","Black","Male","Alabama",1971,0.00834722048690124,0.00858937576596001,0.00842948303092766,"East South Central","South","AL",858.937576596001,"Alabama"
"64",0,3,1,0,"Communicable","Black","Male","Alabama",1971,0.000863191652407243,0.000931997970990784,0.000883890157631429,"East South Central","South","AL",93.1997970990784,"Alabama"
"65",0,3,1,0,"Injuries","Black","Male","Alabama",1971,0.00241598765031345,0.00251631612492343,0.0024495564306787,"East South Central","South","AL",251.631612492342,"Alabama"
"66",0,3,1,0,"Non-communicable","Black","Male","Alabama",1971,0.000900900723671034,0.000950229214143357,0.000916841558856213,"East South Central","South","AL",95.0229214143357,"Alabama"
"67",0,3,1,1,"All other causes","Black","Female","Alabama",1971,0.00220628365919222,0.00228966897877146,0.00223386152775071,"East South Central","South","AL",228.966897877146,"Alabama"
"68",0,3,1,1,"Cancers","Black","Female","Alabama",1971,0.00155281303634664,0.00160952698216229,0.00157174299781692,"East South Central","South","AL",160.952698216229,"Alabama"
"69",0,3,1,1,"Cardiovascular","Black","Female","Alabama",1971,0.00636431207474514,0.00655138036303647,0.00642412502974457,"East South Central","South","AL",655.138036303647,"Alabama"
"70",0,3,1,1,"Communicable","Black","Female","Alabama",1971,0.000442356722386996,0.000477507394174212,0.00045315083426347,"East South Central","South","AL",47.7507394174212,"Alabama"
"71",0,3,1,1,"Injuries","Black","Female","Alabama",1971,0.000603434801184848,0.000639106357987124,0.000614039914166352,"East South Central","South","AL",63.9106357987124,"Alabama"
"72",0,3,1,1,"Non-communicable","Black","Female","Alabama",1971,0.00074455346723928,0.000785511469036495,0.000755814878907054,"East South Central","South","AL",78.5511469036495,"Alabama"
"73",0,4,0,0,"All other causes","White","Male","Alabama",1972,0.00174959041060684,0.00180902451555399,0.00176996591945748,"East South Central","South","AL",180.902451555399,"Alabama"
"74",0,4,0,0,"Cancers","White","Male","Alabama",1972,0.0023453112595467,0.0024028954574774,0.00236511340742742,"East South Central","South","AL",240.28954574774,"Alabama"
"75",0,4,0,0,"Cardiovascular","White","Male","Alabama",1972,0.00888497270542348,0.0090531278819151,0.00894407202323233,"East South Central","South","AL",905.31278819151,"Alabama"
"76",0,4,0,0,"Communicable","White","Male","Alabama",1972,0.000610688958921355,0.000655560444970053,0.000624166451616794,"East South Central","South","AL",65.5560444970053,"Alabama"
"77",0,4,0,0,"Injuries","White","Male","Alabama",1972,0.00142059438713407,0.00146303814780841,0.00143621734522986,"East South Central","South","AL",146.303814780841,"Alabama"
"78",0,4,0,0,"Non-communicable","White","Male","Alabama",1972,0.000922196242853353,0.000957176802634826,0.000934021729897889,"East South Central","South","AL",95.7176802634826,"Alabama"
"79",0,4,0,1,"All other causes","White","Female","Alabama",1972,0.00107549290420853,0.00111355572147317,0.00108836764415175,"East South Central","South","AL",111.355572147317,"Alabama"
"80",0,4,0,1,"Cancers","White","Female","Alabama",1972,0.00137318048878148,0.00140462542214737,0.00138544911212469,"East South Central","South","AL",140.462542214737,"Alabama"
"81",0,4,0,1,"Cardiovascular","White","Female","Alabama",1972,0.00524041768064786,0.00535183645823618,0.0052782850637024,"East South Central","South","AL",535.183645823618,"Alabama"
"82",0,4,0,1,"Communicable","White","Female","Alabama",1972,0.000329858197620341,0.000352885513926273,0.000337890042039228,"East South Central","South","AL",35.2885513926273,"Alabama"
"83",0,4,0,1,"Injuries","White","Female","Alabama",1972,0.000477894919657914,0.000498030120821827,0.000484742122892392,"East South Central","South","AL",49.8030120821827,"Alabama"
"84",0,4,0,1,"Non-communicable","White","Female","Alabama",1972,0.000409812270829953,0.000429495613864901,0.000415797814454024,"East South Central","South","AL",42.9495613864901,"Alabama"
"85",0,4,1,0,"All other causes","Black","Male","Alabama",1972,0.00333277134793051,0.00345663519316616,0.00338187904282703,"East South Central","South","AL",345.663519316616,"Alabama"
"86",0,4,1,0,"Cancers","Black","Male","Alabama",1972,0.00243219442876338,0.00252833184559766,0.00246719555264391,"East South Central","South","AL",252.833184559766,"Alabama"
"87",0,4,1,0,"Cardiovascular","Black","Male","Alabama",1972,0.00834839348076744,0.00856540419396347,0.00842907706265191,"East South Central","South","AL",856.540419396347,"Alabama"
"88",0,4,1,0,"Communicable","Black","Male","Alabama",1972,0.000829684330193655,0.000893923642211863,0.000850417475013129,"East South Central","South","AL",89.3923642211863,"Alabama"
"89",0,4,1,0,"Injuries","Black","Male","Alabama",1972,0.0023647919409266,0.00246890888050152,0.00239923818949059,"East South Central","South","AL",246.890888050152,"Alabama"
"90",0,4,1,0,"Non-communicable","Black","Male","Alabama",1972,0.00092242152244023,0.000972654092855881,0.000940449821377676,"East South Central","South","AL",97.2654092855881,"Alabama"
"91",0,4,1,1,"All other causes","Black","Female","Alabama",1972,0.00221893338713564,0.00229663126903872,0.00224184825691754,"East South Central","South","AL",229.663126903872,"Alabama"
"92",0,4,1,1,"Cancers","Black","Female","Alabama",1972,0.00154974760179409,0.0016064008293865,0.00157078271657705,"East South Central","South","AL",160.64008293865,"Alabama"
"93",0,4,1,1,"Cardiovascular","Black","Female","Alabama",1972,0.0061537180216164,0.00634484819162528,0.00621972582725928,"East South Central","South","AL",634.484819162528,"Alabama"
"94",0,4,1,1,"Communicable","Black","Female","Alabama",1972,0.000427493554919129,0.000460926089811664,0.000438509223283414,"East South Central","South","AL",46.0926089811664,"Alabama"
"95",0,4,1,1,"Injuries","Black","Female","Alabama",1972,0.00058886801247466,0.000623989060055751,0.000599876483415566,"East South Central","South","AL",62.3989060055751,"Alabama"
"96",0,4,1,1,"Non-communicable","Black","Female","Alabama",1972,0.00075742990557542,0.00080019674448882,0.000771875716347336,"East South Central","South","AL",80.019674448882,"Alabama"
"97",0,5,0,0,"All other causes","White","Male","Alabama",1973,0.00177390377431876,0.00182713173040239,0.00179239352130573,"East South Central","South","AL",182.713173040239,"Alabama"
"98",0,5,0,0,"Cancers","White","Male","Alabama",1973,0.00235486800905413,0.00241472666952943,0.00237628885409031,"East South Central","South","AL",241.472666952943,"Alabama"
"99",0,5,0,0,"Cardiovascular","White","Male","Alabama",1973,0.00875220000418325,0.00893256590352058,0.00881502595599071,"East South Central","South","AL",893.256590352058,"Alabama"
"100",0,5,0,0,"Communicable","White","Male","Alabama",1973,0.000589837766080237,0.000635708716667603,0.000607171640910977,"East South Central","South","AL",63.5708716667603,"Alabama"
"101",0,5,0,0,"Injuries","White","Male","Alabama",1973,0.00140075626281871,0.00143636200777749,0.00141314677825199,"East South Central","South","AL",143.636200777749,"Alabama"
"102",0,5,0,0,"Non-communicable","White","Male","Alabama",1973,0.000944292626122173,0.000977864990583947,0.000954130908108034,"East South Central","South","AL",97.7864990583947,"Alabama"
"103",0,5,0,1,"All other causes","White","Female","Alabama",1973,0.0010764362065037,0.00111341428665052,0.0010902610333798,"East South Central","South","AL",111.341428665052,"Alabama"
"104",0,5,0,1,"Cancers","White","Female","Alabama",1973,0.00138212160634078,0.00141367799348088,0.00139253390715481,"East South Central","South","AL",141.367799348088,"Alabama"
"105",0,5,0,1,"Cardiovascular","White","Female","Alabama",1973,0.0051812120249724,0.00529337457455043,0.00521653407455413,"East South Central","South","AL",529.337457455043,"Alabama"
"106",0,5,0,1,"Communicable","White","Female","Alabama",1973,0.000318192784602399,0.000339571809014186,0.000324891078037642,"East South Central","South","AL",33.9571809014186,"Alabama"
"107",0,5,0,1,"Injuries","White","Female","Alabama",1973,0.000467280653670465,0.000485767984110779,0.00047228139219696,"East South Central","South","AL",48.5767984110779,"Alabama"
"108",0,5,0,1,"Non-communicable","White","Female","Alabama",1973,0.000416596577459129,0.000436502336818772,0.000422407425276116,"East South Central","South","AL",43.6502336818772,"Alabama"
"109",0,5,1,0,"All other causes","Black","Male","Alabama",1973,0.00336735660252745,0.00349000009530861,0.00340307640641911,"East South Central","South","AL",349.000009530861,"Alabama"
"110",0,5,1,0,"Cancers","Black","Male","Alabama",1973,0.00250232757085391,0.00260037397507372,0.00253103202919979,"East South Central","South","AL",260.037397507372,"Alabama"
"111",0,5,1,0,"Cardiovascular","Black","Male","Alabama",1973,0.00831305482284439,0.00853592376175002,0.00838159358870883,"East South Central","South","AL",853.592376175002,"Alabama"
"112",0,5,1,0,"Communicable","Black","Male","Alabama",1973,0.000789825613834669,0.000847001364838569,0.000807951635806989,"East South Central","South","AL",84.7001364838569,"Alabama"
"113",0,5,1,0,"Injuries","Black","Male","Alabama",1973,0.0023268947110172,0.00242556624201019,0.0023623072066291,"East South Central","South","AL",242.556624201019,"Alabama"
"114",0,5,1,0,"Non-communicable","Black","Male","Alabama",1973,0.00094726601098007,0.000992413819580677,0.000962775343947599,"East South Central","South","AL",99.2413819580677,"Alabama"
"115",0,5,1,1,"All other causes","Black","Female","Alabama",1973,0.00220559315568015,0.00228990832933743,0.0022375812559099,"East South Central","South","AL",228.990832933743,"Alabama"
"116",0,5,1,1,"Cancers","Black","Female","Alabama",1973,0.00154513232034252,0.0015982825367875,0.00156242152013313,"East South Central","South","AL",159.82825367875,"Alabama"
"117",0,5,1,1,"Cardiovascular","Black","Female","Alabama",1973,0.0060206894815772,0.00621187583559957,0.00608928055445601,"East South Central","South","AL",621.187583559957,"Alabama"
"118",0,5,1,1,"Communicable","Black","Female","Alabama",1973,0.000399665874415038,0.000433032945651442,0.000412088981865946,"East South Central","South","AL",43.3032945651442,"Alabama"
"119",0,5,1,1,"Injuries","Black","Female","Alabama",1973,0.000572244422448973,0.000604435520641375,0.000583555455330985,"East South Central","South","AL",60.4435520641375,"Alabama"
"120",0,5,1,1,"Non-communicable","Black","Female","Alabama",1973,0.000758570884617508,0.000803453817513524,0.000775835447523064,"East South Central","South","AL",80.3453817513524,"Alabama"
"121",0,6,0,0,"All other causes","White","Male","Alabama",1974,0.00173883868614591,0.00179735497725188,0.00175927256005547,"East South Central","South","AL",179.735497725188,"Alabama"
"122",0,6,0,0,"Cancers","White","Male","Alabama",1974,0.00238343691778312,0.00244202844758434,0.00240444847442417,"East South Central","South","AL",244.202844758434,"Alabama"
"123",0,6,0,0,"Cardiovascular","White","Male","Alabama",1974,0.0083747770233065,0.00855108717380591,0.00844420689547248,"East South Central","South","AL",855.108717380591,"Alabama"
"124",0,6,0,0,"Communicable","White","Male","Alabama",1974,0.000535091129698761,0.00057899643103033,0.000551090245303389,"East South Central","South","AL",57.899643103033,"Alabama"
"125",0,6,0,0,"Injuries","White","Male","Alabama",1974,0.0013517902741225,0.00139116336107795,0.00136592702000644,"East South Central","South","AL",139.116336107795,"Alabama"
"126",0,6,0,0,"Non-communicable","White","Male","Alabama",1974,0.000937043540203345,0.00097194459528292,0.0009478805990295,"East South Central","South","AL",97.194459528292,"Alabama"
"127",0,6,0,1,"All other causes","White","Female","Alabama",1974,0.00108265273951562,0.00111880982050722,0.00109417406181663,"East South Central","South","AL",111.880982050722,"Alabama"
"128",0,6,0,1,"Cancers","White","Female","Alabama",1974,0.00138674524801134,0.00141741618692803,0.00139688194453593,"East South Central","South","AL",141.741618692803,"Alabama"
"129",0,6,0,1,"Cardiovascular","White","Female","Alabama",1974,0.00489853985881807,0.00499947436981396,0.00493296818204118,"East South Central","South","AL",499.947436981396,"Alabama"
"130",0,6,0,1,"Communicable","White","Female","Alabama",1974,0.000302499446257587,0.000323693878893668,0.000309548775583034,"East South Central","South","AL",32.3693878893668,"Alabama"
"131",0,6,0,1,"Injuries","White","Female","Alabama",1974,0.000449095814818322,0.000467874047416541,0.00045615761300992,"East South Central","South","AL",46.7874047416541,"Alabama"
"132",0,6,0,1,"Non-communicable","White","Female","Alabama",1974,0.000420758858753551,0.000439722739846853,0.000425921507808276,"East South Central","South","AL",43.9722739846853,"Alabama"
"133",0,6,1,0,"All other causes","Black","Male","Alabama",1974,0.00334193341917827,0.00345954382818895,0.00337613626789652,"East South Central","South","AL",345.954382818895,"Alabama"
"134",0,6,1,0,"Cancers","Black","Male","Alabama",1974,0.00254770493169411,0.00265355202023314,0.00258252596508147,"East South Central","South","AL",265.355202023314,"Alabama"
"135",0,6,1,0,"Cardiovascular","Black","Male","Alabama",1974,0.00799411354156021,0.00819553841462867,0.00805857317951702,"East South Central","South","AL",819.553841462867,"Alabama"
"136",0,6,1,0,"Communicable","Black","Male","Alabama",1974,0.0007123539446353,0.000769094725124916,0.000729115047492007,"East South Central","South","AL",76.9094725124916,"Alabama"
"137",0,6,1,0,"Injuries","Black","Male","Alabama",1974,0.00224975093953935,0.00235167362813995,0.00228562543861767,"East South Central","South","AL",235.167362813995,"Alabama"
"138",0,6,1,0,"Non-communicable","Black","Male","Alabama",1974,0.00095496759495995,0.00100465918003554,0.000972739137920756,"East South Central","South","AL",100.465918003554,"Alabama"
"139",0,6,1,1,"All other causes","Black","Female","Alabama",1974,0.00216019700170945,0.00224237088636293,0.0021906263070945,"East South Central","South","AL",224.237088636293,"Alabama"
"140",0,6,1,1,"Cancers","Black","Female","Alabama",1974,0.00155011938237027,0.0016038427936261,0.00156816203983092,"East South Central","South","AL",160.38427936261,"Alabama"
"141",0,6,1,1,"Cardiovascular","Black","Female","Alabama",1974,0.00560829648509092,0.00578473668215489,0.0056692801968317,"East South Central","South","AL",578.473668215488,"Alabama"
"142",0,6,1,1,"Communicable","Black","Female","Alabama",1974,0.000378396188501033,0.000407871192677037,0.000386764158762048,"East South Central","South","AL",40.7871192677038,"Alabama"
"143",0,6,1,1,"Injuries","Black","Female","Alabama",1974,0.000559403153403955,0.000591387701448024,0.000571228143536482,"East South Central","South","AL",59.1387701448024,"Alabama"
"144",0,6,1,1,"Non-communicable","Black","Female","Alabama",1974,0.000750576723953338,0.000792572876325178,0.000764885252027337,"East South Central","South","AL",79.2572876325178,"Alabama"
"145",0,7,0,0,"All other causes","White","Male","Alabama",1975,0.00171305509668204,0.00176786364575122,0.00172986769915709,"East South Central","South","AL",176.786364575122,"Alabama"
"146",0,7,0,0,"Cancers","White","Male","Alabama",1975,0.00242001155684223,0.00247929159674122,0.00244010198602506,"East South Central","South","AL",247.929159674122,"Alabama"
"147",0,7,0,0,"Cardiovascular","White","Male","Alabama",1975,0.00781593303872051,0.0079596428776549,0.00785879597084094,"East South Central","South","AL",795.96428776549,"Alabama"
"148",0,7,0,0,"Communicable","White","Male","Alabama",1975,0.000524978205917343,0.000563188443671165,0.00053735351242341,"East South Central","South","AL",56.3188443671165,"Alabama"
"149",0,7,0,0,"Injuries","White","Male","Alabama",1975,0.00131281231860485,0.00134960785342695,0.00132400921632662,"East South Central","South","AL",134.960785342695,"Alabama"
"150",0,7,0,0,"Non-communicable","White","Male","Alabama",1975,0.000945216431270206,0.000978175039550767,0.000955396917434,"East South Central","South","AL",97.8175039550767,"Alabama"
"151",0,7,0,1,"All other causes","White","Female","Alabama",1975,0.00105693578108078,0.0010940186825468,0.00107001994763364,"East South Central","South","AL",109.40186825468,"Alabama"
"152",0,7,0,1,"Cancers","White","Female","Alabama",1975,0.00138807239863445,0.00141878489826986,0.00139822094787808,"East South Central","South","AL",141.878489826986,"Alabama"
"153",0,7,0,1,"Cardiovascular","White","Female","Alabama",1975,0.00462355990528367,0.00472872992635352,0.00465572346215041,"East South Central","South","AL",472.872992635352,"Alabama"
"154",0,7,0,1,"Communicable","White","Female","Alabama",1975,0.000288769888272969,0.000308946100407168,0.000295722478853405,"East South Central","South","AL",30.8946100407168,"Alabama"
"155",0,7,0,1,"Injuries","White","Female","Alabama",1975,0.000434192812901898,0.000450689349825646,0.000439828691431412,"East South Central","South","AL",45.0689349825646,"Alabama"
"156",0,7,0,1,"Non-communicable","White","Female","Alabama",1975,0.000412245387530004,0.000432288134913195,0.00041994213182584,"East South Central","South","AL",43.2288134913195,"Alabama"
"157",0,7,1,0,"All other causes","Black","Male","Alabama",1975,0.00333203621938871,0.00345481142762418,0.00336858241227755,"East South Central","South","AL",345.481142762418,"Alabama"
"158",0,7,1,0,"Cancers","Black","Male","Alabama",1975,0.00261661500501847,0.00271212823734972,0.00264891349853317,"East South Central","South","AL",271.212823734972,"Alabama"
"159",0,7,1,0,"Cardiovascular","Black","Male","Alabama",1975,0.00759473468072107,0.00780944209421597,0.00766690274860344,"East South Central","South","AL",780.944209421597,"Alabama"
"160",0,7,1,0,"Communicable","Black","Male","Alabama",1975,0.000698350805515195,0.000758462858467489,0.000715392298759132,"East South Central","South","AL",75.8462858467489,"Alabama"
"161",0,7,1,0,"Injuries","Black","Male","Alabama",1975,0.00221004828056693,0.0022957877017044,0.00223813553447497,"East South Central","South","AL",229.57877017044,"Alabama"
"162",0,7,1,0,"Non-communicable","Black","Male","Alabama",1975,0.000964517039641916,0.00101194760401444,0.000978476279622563,"East South Central","South","AL",101.194760401444,"Alabama"
"163",0,7,1,1,"All other causes","Black","Female","Alabama",1975,0.00218046084574157,0.00226218077645847,0.00220675988686396,"East South Central","South","AL",226.218077645847,"Alabama"
"164",0,7,1,1,"Cancers","Black","Female","Alabama",1975,0.00156752285467925,0.00162148426270757,0.00158217755307443,"East South Central","South","AL",162.148426270757,"Alabama"
