"","state.n","year.n","sex.n","COD","rate.difference_LCL","rate.difference_med","rate.difference_UCL","sex","state","year","Census_Division","Census_Region","stabbrs","state.reorder"
"19",15,2,1,"All other causes",42.6427325233024,69.5668043232297,110.023591606724,"Female","Iowa",1970,"West North Central","Midwest","IA","Iowa"
"20",15,2,1,"Cancers",18.8717374009246,49.0379318679919,96.755042657895,"Female","Iowa",1970,"West North Central","Midwest","IA","Iowa"
"21",15,2,1,"Cardiovascular",76.1894727601419,169.086821170831,280.010757457413,"Female","Iowa",1970,"West North Central","Midwest","IA","Iowa"
"22",15,2,1,"Communicable",6.45976789124717,20.3781903663527,42.5642329041902,"Female","Iowa",1970,"West North Central","Midwest","IA","Iowa"
"23",15,2,1,"Injuries",-5.80625517624609,2.6869800668628,21.518429025078,"Female","Iowa",1970,"West North Central","Midwest","IA","Iowa"
"24",15,2,1,"Non-communicable",40.57495199887,59.4066722672081,83.8061507859748,"Female","Iowa",1970,"West North Central","Midwest","IA","Iowa"
"25",15,3,0,"All other causes",43.9217153119146,78.3000176979947,120.157448393189,"Male","Iowa",1971,"West North Central","Midwest","IA","Iowa"
"26",15,3,0,"Cancers",31.8085763727942,91.706587714537,177.567519172801,"Male","Iowa",1971,"West North Central","Midwest","IA","Iowa"
"27",15,3,0,"Cardiovascular",-37.8317728594071,64.7352481396083,195.057103732861,"Male","Iowa",1971,"West North Central","Midwest","IA","Iowa"
"28",15,3,0,"Communicable",19.9195563008613,45.0344348124668,79.5819909603138,"Male","Iowa",1971,"West North Central","Midwest","IA","Iowa"
"29",15,3,0,"Injuries",61.5776455768691,99.827485821524,163.043782073213,"Male","Iowa",1971,"West North Central","Midwest","IA","Iowa"
"30",15,3,0,"Non-communicable",2.16839597792325,32.3217292118703,59.5540942333452,"Male","Iowa",1971,"West North Central","Midwest","IA","Iowa"
"31",15,3,1,"All other causes",44.3950525544817,70.6411810358655,107.476909860472,"Female","Iowa",1971,"West North Central","Midwest","IA","Iowa"
"32",15,3,1,"Cancers",19.5691178476201,48.6825618201953,92.6440760063371,"Female","Iowa",1971,"West North Central","Midwest","IA","Iowa"
"33",15,3,1,"Cardiovascular",69.0860138559635,151.259430679178,242.995225754769,"Female","Iowa",1971,"West North Central","Midwest","IA","Iowa"
"34",15,3,1,"Communicable",6.29223985201318,18.4754922874032,37.6947230488616,"Female","Iowa",1971,"West North Central","Midwest","IA","Iowa"
"35",15,3,1,"Injuries",-5.47389342319325,2.64420900821074,20.3869314866044,"Female","Iowa",1971,"West North Central","Midwest","IA","Iowa"
"36",15,3,1,"Non-communicable",40.1189649475083,58.5229348871407,82.3477028418612,"Female","Iowa",1971,"West North Central","Midwest","IA","Iowa"
"37",15,4,0,"All other causes",46.007333516196,79.3317998654487,117.502219913106,"Male","Iowa",1972,"West North Central","Midwest","IA","Iowa"
"38",15,4,0,"Cancers",29.6207784288832,88.6356181443719,169.708517099371,"Male","Iowa",1972,"West North Central","Midwest","IA","Iowa"
"39",15,4,0,"Cardiovascular",-72.1724890526962,28.9173318316397,158.724608674946,"Male","Iowa",1972,"West North Central","Midwest","IA","Iowa"
"40",15,4,0,"Communicable",17.3522791219577,39.6265114752457,70.5365127284406,"Male","Iowa",1972,"West North Central","Midwest","IA","Iowa"
"41",15,4,0,"Injuries",62.9253394868453,100.081116719318,152.415099421439,"Male","Iowa",1972,"West North Central","Midwest","IA","Iowa"
"42",15,4,0,"Non-communicable",-0.206420481053063,28.9714288521564,54.4565023738517,"Male","Iowa",1972,"West North Central","Midwest","IA","Iowa"
"43",15,4,1,"All other causes",44.0724664720467,70.3131221549312,108.083630833186,"Female","Iowa",1972,"West North Central","Midwest","IA","Iowa"
"44",15,4,1,"Cancers",17.6824740611817,47.7459338931986,89.8744484399354,"Female","Iowa",1972,"West North Central","Midwest","IA","Iowa"
"45",15,4,1,"Cardiovascular",53.8963740721988,127.205647527733,212.666859368229,"Female","Iowa",1972,"West North Central","Midwest","IA","Iowa"
"46",15,4,1,"Communicable",4.02678012236473,15.7619404406203,35.9023805492384,"Female","Iowa",1972,"West North Central","Midwest","IA","Iowa"
"47",15,4,1,"Injuries",-4.88339278704999,3.05698098387685,18.1269064087378,"Female","Iowa",1972,"West North Central","Midwest","IA","Iowa"
"48",15,4,1,"Non-communicable",40.5001284193789,57.7929992345748,80.4745209228086,"Female","Iowa",1972,"West North Central","Midwest","IA","Iowa"
"49",15,5,0,"All other causes",45.7699348910052,78.9657640201383,116.765233784513,"Male","Iowa",1973,"West North Central","Midwest","IA","Iowa"
"50",15,5,0,"Cancers",24.6347956430189,85.4275654434953,163.412283509752,"Male","Iowa",1973,"West North Central","Midwest","IA","Iowa"
"51",15,5,0,"Cardiovascular",-53.433083146703,48.9664324417134,163.434798195765,"Male","Iowa",1973,"West North Central","Midwest","IA","Iowa"
"52",15,5,0,"Communicable",17.3134823013189,37.7794243324205,68.4704602357299,"Male","Iowa",1973,"West North Central","Midwest","IA","Iowa"
"53",15,5,0,"Injuries",63.2683905320162,97.9343854445461,149.826190370498,"Male","Iowa",1973,"West North Central","Midwest","IA","Iowa"
"54",15,5,0,"Non-communicable",0.302624886393635,28.5950579580368,52.8214656957806,"Male","Iowa",1973,"West North Central","Midwest","IA","Iowa"
"55",15,5,1,"All other causes",44.7207117502614,71.4901694052004,109.18202772607,"Female","Iowa",1973,"West North Central","Midwest","IA","Iowa"
"56",15,5,1,"Cancers",17.3405286025189,46.3937344114787,86.2909131528373,"Female","Iowa",1973,"West North Central","Midwest","IA","Iowa"
"57",15,5,1,"Cardiovascular",61.1454125330476,131.656852368229,218.305196827494,"Female","Iowa",1973,"West North Central","Midwest","IA","Iowa"
"58",15,5,1,"Communicable",3.99312583441683,16.110893596559,34.5498854536783,"Female","Iowa",1973,"West North Central","Midwest","IA","Iowa"
"59",15,5,1,"Injuries",-3.58102817950683,3.72003537074007,16.4043902085708,"Female","Iowa",1973,"West North Central","Midwest","IA","Iowa"
"60",15,5,1,"Non-communicable",39.3455792798111,56.6982651406151,76.4792219111695,"Female","Iowa",1973,"West North Central","Midwest","IA","Iowa"
"61",15,6,0,"All other causes",48.4697127606843,82.4439403186021,118.969527008341,"Male","Iowa",1974,"West North Central","Midwest","IA","Iowa"
"62",15,6,0,"Cancers",23.9026369660976,80.6540775179624,158.837719009811,"Male","Iowa",1974,"West North Central","Midwest","IA","Iowa"
"63",15,6,0,"Cardiovascular",-51.260113150606,47.3353507314722,153.605918752931,"Male","Iowa",1974,"West North Central","Midwest","IA","Iowa"
"64",15,6,0,"Communicable",14.9282547145871,35.3195100971771,65.2554878142627,"Male","Iowa",1974,"West North Central","Midwest","IA","Iowa"
"65",15,6,0,"Injuries",64.818941292852,97.9656346859317,149.549099067073,"Male","Iowa",1974,"West North Central","Midwest","IA","Iowa"
"66",15,6,0,"Non-communicable",1.3289516217265,28.2864097049091,52.0341550487392,"Male","Iowa",1974,"West North Central","Midwest","IA","Iowa"
"67",15,6,1,"All other causes",46.7301597974466,72.2358320710585,107.504481584424,"Female","Iowa",1974,"West North Central","Midwest","IA","Iowa"
"68",15,6,1,"Cancers",17.7396519751067,46.0567525903999,83.4902265292566,"Female","Iowa",1974,"West North Central","Midwest","IA","Iowa"
"69",15,6,1,"Cardiovascular",64.187324975023,132.176144155518,216.863343241414,"Female","Iowa",1974,"West North Central","Midwest","IA","Iowa"
"70",15,6,1,"Communicable",5.93307641613762,17.6175382348031,34.4920924928303,"Female","Iowa",1974,"West North Central","Midwest","IA","Iowa"
"71",15,6,1,"Injuries",-2.18083735750111,4.79679902621919,15.529675912403,"Female","Iowa",1974,"West North Central","Midwest","IA","Iowa"
"72",15,6,1,"Non-communicable",39.0208223326928,56.4294059895204,78.5860353457606,"Female","Iowa",1974,"West North Central","Midwest","IA","Iowa"
"73",15,7,0,"All other causes",53.2468384223634,85.5731189433081,122.338105216986,"Male","Iowa",1975,"West North Central","Midwest","IA","Iowa"
"74",15,7,0,"Cancers",21.0947190750642,78.0140194025778,150.215898701268,"Male","Iowa",1975,"West North Central","Midwest","IA","Iowa"
"75",15,7,0,"Cardiovascular",-37.8545798562962,53.1036605389616,155.127709887115,"Male","Iowa",1975,"West North Central","Midwest","IA","Iowa"
"76",15,7,0,"Communicable",11.3868641553834,30.8840511880586,59.775148483717,"Male","Iowa",1975,"West North Central","Midwest","IA","Iowa"
"77",15,7,0,"Injuries",63.6425619514916,96.08705863702,143.471851971329,"Male","Iowa",1975,"West North Central","Midwest","IA","Iowa"
"78",15,7,0,"Non-communicable",1.0557595061139,27.0641481395961,50.6846073804903,"Male","Iowa",1975,"West North Central","Midwest","IA","Iowa"
"79",15,7,1,"All other causes",46.9027633296223,72.3471289019415,104.944043800728,"Female","Iowa",1975,"West North Central","Midwest","IA","Iowa"
"80",15,7,1,"Cancers",19.2772608781038,44.9582153192456,83.6441515191211,"Female","Iowa",1975,"West North Central","Midwest","IA","Iowa"
"81",15,7,1,"Cardiovascular",81.7889414001053,146.169622177928,224.004660926214,"Female","Iowa",1975,"West North Central","Midwest","IA","Iowa"
"82",15,7,1,"Communicable",5.15327781417002,15.9318460807108,32.9488291721454,"Female","Iowa",1975,"West North Central","Midwest","IA","Iowa"
"83",15,7,1,"Injuries",-0.794508806500662,5.90752784896103,15.8513172167017,"Female","Iowa",1975,"West North Central","Midwest","IA","Iowa"
"84",15,7,1,"Non-communicable",37.4997291179425,55.6238322379777,75.4047237323795,"Female","Iowa",1975,"West North Central","Midwest","IA","Iowa"
"85",15,8,0,"All other causes",59.3862759168609,88.5795871240596,125.613874040263,"Male","Iowa",1976,"West North Central","Midwest","IA","Iowa"
"86",15,8,0,"Cancers",19.731856637701,76.6268307671239,145.650859294276,"Male","Iowa",1976,"West North Central","Midwest","IA","Iowa"
"87",15,8,0,"Cardiovascular",-25.7835143181879,63.5819461103717,163.860786198695,"Male","Iowa",1976,"West North Central","Midwest","IA","Iowa"
"88",15,8,0,"Communicable",11.5537578476096,30.7316538382339,59.5207818183014,"Male","Iowa",1976,"West North Central","Midwest","IA","Iowa"
"89",15,8,0,"Injuries",63.2541792201392,93.4439566329529,134.738132140862,"Male","Iowa",1976,"West North Central","Midwest","IA","Iowa"
"90",15,8,0,"Non-communicable",2.08277904142051,27.7688828838645,51.5749179948101,"Male","Iowa",1976,"West North Central","Midwest","IA","Iowa"
"91",15,8,1,"All other causes",47.3414606111703,72.6520534011283,102.742343420064,"Female","Iowa",1976,"West North Central","Midwest","IA","Iowa"
"92",15,8,1,"Cancers",17.0400062337518,43.918373369825,82.3411612560028,"Female","Iowa",1976,"West North Central","Midwest","IA","Iowa"
"93",15,8,1,"Cardiovascular",81.0304929249749,150.242051144095,218.566815056926,"Female","Iowa",1976,"West North Central","Midwest","IA","Iowa"
"94",15,8,1,"Communicable",3.00452310586494,13.7067807029595,28.1578440182237,"Female","Iowa",1976,"West North Central","Midwest","IA","Iowa"
"95",15,8,1,"Injuries",0.139256267425905,6.6234043016954,15.8510795022599,"Female","Iowa",1976,"West North Central","Midwest","IA","Iowa"
"96",15,8,1,"Non-communicable",37.2419565330378,55.9442109946131,76.6731772927874,"Female","Iowa",1976,"West North Central","Midwest","IA","Iowa"
"97",15,9,0,"All other causes",62.3518653493194,91.3731900824501,126.314509078101,"Male","Iowa",1977,"West North Central","Midwest","IA","Iowa"
"98",15,9,0,"Cancers",24.483558884791,80.3211569802746,149.407970423105,"Male","Iowa",1977,"West North Central","Midwest","IA","Iowa"
"99",15,9,0,"Cardiovascular",-25.0613375767691,64.3354247302197,157.065600571349,"Male","Iowa",1977,"West North Central","Midwest","IA","Iowa"
"100",15,9,0,"Communicable",13.1858866419392,31.854175263729,58.6957051233248,"Male","Iowa",1977,"West North Central","Midwest","IA","Iowa"
"101",15,9,0,"Injuries",62.721955135189,90.7110941664234,130.772627970636,"Male","Iowa",1977,"West North Central","Midwest","IA","Iowa"
"102",15,9,0,"Non-communicable",3.75587418425637,28.0115473137758,53.0947378804006,"Male","Iowa",1977,"West North Central","Midwest","IA","Iowa"
"103",15,9,1,"All other causes",49.8163354279193,72.8025485608755,99.6271021576898,"Female","Iowa",1977,"West North Central","Midwest","IA","Iowa"
"104",15,9,1,"Cancers",17.0966087804704,41.7784163183684,80.709223376473,"Female","Iowa",1977,"West North Central","Midwest","IA","Iowa"
"105",15,9,1,"Cardiovascular",81.8283554642888,144.746005473109,218.204740334039,"Female","Iowa",1977,"West North Central","Midwest","IA","Iowa"
"106",15,9,1,"Communicable",6.66812156111807,17.508247109756,32.6893446389074,"Female","Iowa",1977,"West North Central","Midwest","IA","Iowa"
"107",15,9,1,"Injuries",1.10002041191697,7.1763536672651,14.2611210041851,"Female","Iowa",1977,"West North Central","Midwest","IA","Iowa"
"108",15,9,1,"Non-communicable",38.4890679941992,56.8394313276674,76.2444317354666,"Female","Iowa",1977,"West North Central","Midwest","IA","Iowa"
"109",15,10,0,"All other causes",64.6603622713067,93.9276849455429,126.811143631399,"Male","Iowa",1978,"West North Central","Midwest","IA","Iowa"
"110",15,10,0,"Cancers",30.0275018047559,80.9064345874235,153.748288109406,"Male","Iowa",1978,"West North Central","Midwest","IA","Iowa"
"111",15,10,0,"Cardiovascular",-29.4381769035047,54.2118845872573,153.399096854977,"Male","Iowa",1978,"West North Central","Midwest","IA","Iowa"
"112",15,10,0,"Communicable",7.33098260569826,26.8105332208848,52.1042967760251,"Male","Iowa",1978,"West North Central","Midwest","IA","Iowa"
"113",15,10,0,"Injuries",59.2715135387928,86.8662957146675,123.956086755799,"Male","Iowa",1978,"West North Central","Midwest","IA","Iowa"
"114",15,10,0,"Non-communicable",5.08536992976864,28.8858070112384,53.8506049817101,"Male","Iowa",1978,"West North Central","Midwest","IA","Iowa"
"115",15,10,1,"All other causes",48.4610860381909,71.4405436933827,98.2342503885972,"Female","Iowa",1978,"West North Central","Midwest","IA","Iowa"
"116",15,10,1,"Cancers",16.7653654094122,40.9852247224859,79.0468085157524,"Female","Iowa",1978,"West North Central","Midwest","IA","Iowa"
"117",15,10,1,"Cardiovascular",75.3366022883826,137.316771085705,207.342657173966,"Female","Iowa",1978,"West North Central","Midwest","IA","Iowa"
"118",15,10,1,"Communicable",6.67335234601544,17.3522928816269,31.8666522056114,"Female","Iowa",1978,"West North Central","Midwest","IA","Iowa"
"119",15,10,1,"Injuries",1.35152843481298,7.18268007814661,13.9378055526361,"Female","Iowa",1978,"West North Central","Midwest","IA","Iowa"
"120",15,10,1,"Non-communicable",38.7317062047555,57.135673213049,78.0542978040804,"Female","Iowa",1978,"West North Central","Midwest","IA","Iowa"
"121",15,11,0,"All other causes",67.876106081919,94.6359355164685,127.140458288095,"Male","Iowa",1979,"West North Central","Midwest","IA","Iowa"
"122",15,11,0,"Cancers",33.6435602517765,85.2237566956389,158.100023419999,"Male","Iowa",1979,"West North Central","Midwest","IA","Iowa"
"123",15,11,0,"Cardiovascular",-33.0931514296716,55.3411862835473,157.774186586736,"Male","Iowa",1979,"West North Central","Midwest","IA","Iowa"
"124",15,11,0,"Communicable",10.3297335565489,29.8538227622838,55.1365714360033,"Male","Iowa",1979,"West North Central","Midwest","IA","Iowa"
"125",15,11,0,"Injuries",55.7540987010102,81.7479996151491,113.263888156324,"Male","Iowa",1979,"West North Central","Midwest","IA","Iowa"
"126",15,11,0,"Non-communicable",6.34131716862258,29.3067349416062,54.0192907132296,"Male","Iowa",1979,"West North Central","Midwest","IA","Iowa"
"127",15,11,1,"All other causes",48.2351092611477,70.0833718448157,94.9026388595146,"Female","Iowa",1979,"West North Central","Midwest","IA","Iowa"
"128",15,11,1,"Cancers",14.7258189913988,38.9167230904414,75.4462433216117,"Female","Iowa",1979,"West North Central","Midwest","IA","Iowa"
"129",15,11,1,"Cardiovascular",81.3963172880878,137.763056109755,208.015811529575,"Female","Iowa",1979,"West North Central","Midwest","IA","Iowa"
"130",15,11,1,"Communicable",8.23375611648155,18.4326263503686,33.2197786297554,"Female","Iowa",1979,"West North Central","Midwest","IA","Iowa"
"131",15,11,1,"Injuries",1.72678955453957,7.50232191587436,14.3658040590599,"Female","Iowa",1979,"West North Central","Midwest","IA","Iowa"
"132",15,11,1,"Non-communicable",39.7972885113306,57.7759588335377,79.4107863971871,"Female","Iowa",1979,"West North Central","Midwest","IA","Iowa"
"133",15,12,0,"All other causes",67.4182671518748,94.5816474480666,125.519068600803,"Male","Iowa",1980,"West North Central","Midwest","IA","Iowa"
"134",15,12,0,"Cancers",36.9687614324747,90.1626051678641,159.139786314539,"Male","Iowa",1980,"West North Central","Midwest","IA","Iowa"
"135",15,12,0,"Cardiovascular",-37.7001625887007,51.4593468349852,154.238311236238,"Male","Iowa",1980,"West North Central","Midwest","IA","Iowa"
"136",15,12,0,"Communicable",6.48647093072434,26.1584181568495,50.0970042679927,"Male","Iowa",1980,"West North Central","Midwest","IA","Iowa"
"137",15,12,0,"Injuries",53.8910368466743,78.9667731024008,110.831017048858,"Male","Iowa",1980,"West North Central","Midwest","IA","Iowa"
"138",15,12,0,"Non-communicable",4.71439389183971,27.2586667110675,51.4166647329642,"Male","Iowa",1980,"West North Central","Midwest","IA","Iowa"
"139",15,12,1,"All other causes",47.9273027889596,69.2087885499139,93.1580548972588,"Female","Iowa",1980,"West North Central","Midwest","IA","Iowa"
"140",15,12,1,"Cancers",13.6105208573856,38.2458964784897,73.8758339599599,"Female","Iowa",1980,"West North Central","Midwest","IA","Iowa"
"141",15,12,1,"Cardiovascular",79.3470618813525,135.265380657596,206.363424284278,"Female","Iowa",1980,"West North Central","Midwest","IA","Iowa"
"142",15,12,1,"Communicable",5.81207799027834,16.3151580047666,30.4517390237043,"Female","Iowa",1980,"West North Central","Midwest","IA","Iowa"
"143",15,12,1,"Injuries",2.24614138074815,7.72711966810694,14.3081916010176,"Female","Iowa",1980,"West North Central","Midwest","IA","Iowa"
"144",15,12,1,"Non-communicable",40.4320214205476,58.375595850269,79.0119551470645,"Female","Iowa",1980,"West North Central","Midwest","IA","Iowa"
"145",15,13,0,"All other causes",67.0387248635539,93.6530253976595,125.655719995114,"Male","Iowa",1981,"West North Central","Midwest","IA","Iowa"
"146",15,13,0,"Cancers",41.8688012969505,95.7367424040276,161.705885980596,"Male","Iowa",1981,"West North Central","Midwest","IA","Iowa"
"147",15,13,0,"Cardiovascular",-29.4241166671957,49.1580080713055,148.10997082401,"Male","Iowa",1981,"West North Central","Midwest","IA","Iowa"
"148",15,13,0,"Communicable",5.57239473569504,27.6235211017032,57.5321499243979,"Male","Iowa",1981,"West North Central","Midwest","IA","Iowa"
"149",15,13,0,"Injuries",51.8912169905757,75.7012427200228,106.033366912161,"Male","Iowa",1981,"West North Central","Midwest","IA","Iowa"
"150",15,13,0,"Non-communicable",7.2430469380683,27.4844260586257,52.3391728532119,"Male","Iowa",1981,"West North Central","Midwest","IA","Iowa"
"151",15,13,1,"All other causes",49.2664599774595,69.1819365626421,92.7607620920953,"Female","Iowa",1981,"West North Central","Midwest","IA","Iowa"
"152",15,13,1,"Cancers",12.7231571179406,36.4596912292316,71.6916939716723,"Female","Iowa",1981,"West North Central","Midwest","IA","Iowa"
"153",15,13,1,"Cardiovascular",80.2312674251256,137.252919311943,203.296661602884,"Female","Iowa",1981,"West North Central","Midwest","IA","Iowa"
"154",15,13,1,"Communicable",4.55007425992056,15.0277883781043,28.6681552126271,"Female","Iowa",1981,"West North Central","Midwest","IA","Iowa"
"155",15,13,1,"Injuries",2.73336828839189,8.19083103354189,14.4190562663745,"Female","Iowa",1981,"West North Central","Midwest","IA","Iowa"
"156",15,13,1,"Non-communicable",38.3470498021739,57.8195448414956,77.8514128075619,"Female","Iowa",1981,"West North Central","Midwest","IA","Iowa"
"157",15,14,0,"All other causes",65.5048007437694,92.136463499355,124.023571829333,"Male","Iowa",1982,"West North Central","Midwest","IA","Iowa"
"158",15,14,0,"Cancers",44.5792204833527,94.8113683658443,161.242708966908,"Male","Iowa",1982,"West North Central","Midwest","IA","Iowa"
"159",15,14,0,"Cardiovascular",-28.590159422996,54.7365773933427,146.873020576465,"Male","Iowa",1982,"West North Central","Midwest","IA","Iowa"
"160",15,14,0,"Communicable",7.20713665160258,30.118837723173,63.1022447255897,"Male","Iowa",1982,"West North Central","Midwest","IA","Iowa"
"161",15,14,0,"Injuries",51.5237074450771,73.3630386721574,102.282877663718,"Male","Iowa",1982,"West North Central","Midwest","IA","Iowa"
"162",15,14,0,"Non-communicable",5.83298429644544,25.528232906146,51.0484772606161,"Male","Iowa",1982,"West North Central","Midwest","IA","Iowa"
"163",15,14,1,"All other causes",48.8275545824339,68.4952506417208,90.9288598958438,"Female","Iowa",1982,"West North Central","Midwest","IA","Iowa"
"164",15,14,1,"Cancers",12.6885256813233,34.7768233336009,67.0219668701532,"Female","Iowa",1982,"West North Central","Midwest","IA","Iowa"
"165",15,14,1,"Cardiovascular",67.6687643345137,123.454209306205,184.343916654275,"Female","Iowa",1982,"West North Central","Midwest","IA","Iowa"
"166",15,14,1,"Communicable",7.85353388310028,18.8939064849827,33.5192565755435,"Female","Iowa",1982,"West North Central","Midwest","IA","Iowa"
"167",15,14,1,"Injuries",3.19271510231488,8.52545963224966,15.0513307120908,"Female","Iowa",1982,"West North Central","Midwest","IA","Iowa"
"168",15,14,1,"Non-communicable",38.6929147968771,57.0708834948557,75.8728130475671,"Female","Iowa",1982,"West North Central","Midwest","IA","Iowa"
"169",15,15,0,"All other causes",61.423208269509,89.8148030734507,121.192205040838,"Male","Iowa",1983,"West North Central","Midwest","IA","Iowa"
"170",15,15,0,"Cancers",49.4961647949103,99.6686449931711,165.387758194108,"Male","Iowa",1983,"West North Central","Midwest","IA","Iowa"
"171",15,15,0,"Cardiovascular",-35.2628849688622,45.5193520648442,136.324808110935,"Male","Iowa",1983,"West North Central","Midwest","IA","Iowa"
"172",15,15,0,"Communicable",7.88828877273238,30.5317231692343,68.0263196168625,"Male","Iowa",1983,"West North Central","Midwest","IA","Iowa"
"173",15,15,0,"Injuries",47.2790604868554,68.8116297904627,97.1531064275793,"Male","Iowa",1983,"West North Central","Midwest","IA","Iowa"
"174",15,15,0,"Non-communicable",4.36936553759235,22.646912229857,48.5731794788679,"Male","Iowa",1983,"West North Central","Midwest","IA","Iowa"
"175",15,15,1,"All other causes",47.7610978441526,67.901313528547,91.3569588476107,"Female","Iowa",1983,"West North Central","Midwest","IA","Iowa"
"176",15,15,1,"Cancers",10.678847914191,33.6841349033643,66.3485985038582,"Female","Iowa",1983,"West North Central","Midwest","IA","Iowa"
"177",15,15,1,"Cardiovascular",57.0261594306923,111.952181481373,170.226570221688,"Female","Iowa",1983,"West North Central","Midwest","IA","Iowa"
"178",15,15,1,"Communicable",6.32810352003363,17.9116846495903,34.1960119861357,"Female","Iowa",1983,"West North Central","Midwest","IA","Iowa"
"179",15,15,1,"Injuries",3.25771488323641,8.55339785519814,15.0470083085879,"Female","Iowa",1983,"West North Central","Midwest","IA","Iowa"
"180",15,15,1,"Non-communicable",36.5733949021727,56.3036686127866,73.8771316887397,"Female","Iowa",1983,"West North Central","Midwest","IA","Iowa"
"181",15,16,0,"All other causes",58.5989114247545,86.587441718695,117.180874023219,"Male","Iowa",1984,"West North Central","Midwest","IA","Iowa"
"182",15,16,0,"Cancers",53.5945675060448,101.998607084107,161.927688416925,"Male","Iowa",1984,"West North Central","Midwest","IA","Iowa"
"183",15,16,0,"Cardiovascular",-30.4662608117316,47.8659621440763,136.375439117708,"Male","Iowa",1984,"West North Central","Midwest","IA","Iowa"
"184",15,16,0,"Communicable",5.63101083896939,30.7038871531931,76.3399590473582,"Male","Iowa",1984,"West North Central","Midwest","IA","Iowa"
"185",15,16,0,"Injuries",43.7791713806919,63.9396757704018,92.4834193908464,"Male","Iowa",1984,"West North Central","Midwest","IA","Iowa"
"186",15,16,0,"Non-communicable",4.87281253403434,23.5509732258462,48.7853503762845,"Male","Iowa",1984,"West North Central","Midwest","IA","Iowa"
"187",15,16,1,"All other causes",45.8490933133362,66.3072824050572,88.8829001897508,"Female","Iowa",1984,"West North Central","Midwest","IA","Iowa"
"188",15,16,1,"Cancers",9.1611844340148,32.644108966785,64.6112152416924,"Female","Iowa",1984,"West North Central","Midwest","IA","Iowa"
"189",15,16,1,"Cardiovascular",55.2883640861553,109.451134806098,168.826036918903,"Female","Iowa",1984,"West North Central","Midwest","IA","Iowa"
"190",15,16,1,"Communicable",5.0253543855527,16.963824491502,33.2583419316165,"Female","Iowa",1984,"West North Central","Midwest","IA","Iowa"
"191",15,16,1,"Injuries",2.93481304829778,8.3976433723345,15.0826170473833,"Female","Iowa",1984,"West North Central","Midwest","IA","Iowa"
"192",15,16,1,"Non-communicable",38.2187619906151,56.2207253793164,73.2865316275436,"Female","Iowa",1984,"West North Central","Midwest","IA","Iowa"
"193",15,17,0,"All other causes",54.9400206975257,82.6093093053645,113.140266448118,"Male","Iowa",1985,"West North Central","Midwest","IA","Iowa"
"194",15,17,0,"Cancers",55.53060830326,102.65212220314,165.010116621165,"Male","Iowa",1985,"West North Central","Midwest","IA","Iowa"
