"","X","state.n","year.n","sex.n","COD","rate.difference_LCL","rate.difference_med","rate.difference_UCL","rate.difference_mean","Census_Division","Census_Region","stabbrs","sex","state","year","state.reorder"
"45",45,0,4,1,"Cardiovascular",78.8221313913593,99.3011719943262,121.723282950188,99.207972640035,"East South Central","South","AL","Female","Alabama",1972,"Alabama"
"46",46,0,4,1,"Communicable",7.02160864350927,11.1818775103106,15.6529354604191,11.2552110302407,"East South Central","South","AL","Female","Alabama",1972,"Alabama"
"47",47,0,4,1,"Injuries",8.69383498050527,12.51281960315,16.65580578678,12.5515387330282,"East South Central","South","AL","Female","Alabama",1972,"Alabama"
"48",48,0,4,1,"Non-communicable",32.0754743079849,36.9258528992216,41.957401609795,36.9408246513824,"East South Central","South","AL","Female","Alabama",1972,"Alabama"
"49",49,0,5,0,"All other causes",151.559905001064,165.991395294687,179.422156038597,165.81738671951,"East South Central","South","AL","Male","Alabama",1973,"Alabama"
"50",50,0,5,0,"Cancers",6.75870144774774,17.5462007744913,29.2742152068464,17.8193009965122,"East South Central","South","AL","Male","Alabama",1973,"Alabama"
"51",51,0,5,0,"Cardiovascular",-70.7670211424908,-39.64586706631,-12.7041438142963,-40.041626593863,"East South Central","South","AL","Male","Alabama",1973,"Alabama"
"52",52,0,5,0,"Communicable",13.6487544712511,21.0586606133545,29.7070517910265,21.1460131460133,"East South Central","South","AL","Male","Alabama",1973,"Alabama"
"53",53,0,5,0,"Injuries",88.7049157697289,99.4425916777889,110.471629844262,99.395968550678,"East South Central","South","AL","Male","Alabama",1973,"Alabama"
"54",54,0,5,0,"Non-communicable",-5.42051005528378,1.46202295456983,8.09632466143871,1.35110342533218,"East South Central","South","AL","Male","Alabama",1973,"Alabama"
"55",55,0,5,1,"All other causes",108.059133857684,117.787012050005,127.796266573293,117.878242613379,"East South Central","South","AL","Female","Alabama",1973,"Alabama"
"56",56,0,5,1,"Cancers",12.0965365271359,18.3921207770117,24.6727836401909,18.4572530564332,"East South Central","South","AL","Female","Alabama",1973,"Alabama"
"57",57,0,5,1,"Cardiovascular",69.9507000024614,91.1574780317382,112.354358738263,91.2346173313865,"East South Central","South","AL","Female","Alabama",1973,"Alabama"
"58",58,0,5,1,"Communicable",5.82809213640435,9.56615393971111,14.0727254250949,9.68633399085869,"East South Central","South","AL","Female","Alabama",1973,"Alabama"
"59",59,0,5,1,"Injuries",8.00105581909459,11.8249071625832,15.9335404628669,11.8530860344269,"East South Central","South","AL","Female","Alabama",1973,"Alabama"
"60",60,0,5,1,"Non-communicable",31.7844716030843,36.6209764962818,41.6256789056139,36.6797013623665,"East South Central","South","AL","Female","Alabama",1973,"Alabama"
"61",61,0,6,0,"All other causes",153.020558004018,166.76545190622,180.361294501344,166.67407116368,"East South Central","South","AL","Male","Alabama",1974,"Alabama"
"62",62,0,6,0,"Cancers",9.80397043085659,20.500931213324,32.3183075131615,20.6152350512246,"East South Central","South","AL","Male","Alabama",1974,"Alabama"
"63",63,0,6,0,"Cardiovascular",-65.6883216954345,-35.6440339194376,-7.10939995401988,-35.9608437146367,"East South Central","South","AL","Male","Alabama",1974,"Alabama"
"64",64,0,6,0,"Communicable",12.1402504720135,19.3186545737872,26.4758486880964,19.1815942244819,"East South Central","South","AL","Male","Alabama",1974,"Alabama"
"65",65,0,6,0,"Injuries",85.4583724642178,96.3368567364067,107.202545489748,96.2974385052733,"East South Central","South","AL","Male","Alabama",1974,"Alabama"
"66",66,0,6,0,"Non-communicable",-3.29724101553432,3.0973463357075,9.74383887485791,3.04082207914084,"East South Central","South","AL","Male","Alabama",1974,"Alabama"
"67",67,0,6,1,"All other causes",103.665308562155,112.503019556986,121.784708389152,112.553324998951,"East South Central","South","AL","Female","Alabama",1974,"Alabama"
"68",68,0,6,1,"Cancers",12.1242368081401,18.390390717058,24.594462593994,18.4460894068312,"East South Central","South","AL","Female","Alabama",1974,"Alabama"
"69",69,0,6,1,"Cardiovascular",58.4053024505711,78.0141881558389,99.3246508214031,78.0009057812781,"East South Central","South","AL","Female","Alabama",1974,"Alabama"
"70",70,0,6,1,"Communicable",4.88137410334798,8.78512692981726,12.5436123202916,8.76649988995914,"East South Central","South","AL","Female","Alabama",1974,"Alabama"
"71",71,0,6,1,"Injuries",8.57888554610142,12.3260121740627,16.0352229734076,12.2867410288144,"East South Central","South","AL","Female","Alabama",1974,"Alabama"
"72",72,0,6,1,"Non-communicable",30.740992664442,35.135708832987,39.9408950261018,35.177630164554,"East South Central","South","AL","Female","Alabama",1974,"Alabama"
"73",73,0,7,0,"All other causes",155.791091425087,169.208975935242,183.526212726369,169.261153635726,"East South Central","South","AL","Male","Alabama",1975,"Alabama"
"74",74,0,7,0,"Cancers",10.9700050437768,22.8811508284203,34.2178911261796,22.851367063784,"East South Central","South","AL","Male","Alabama",1975,"Alabama"
"75",75,0,7,0,"Cardiovascular",-42.6522166898639,-17.0630072094293,10.8993212057854,-16.880208107064,"East South Central","South","AL","Male","Alabama",1975,"Alabama"
"76",76,0,7,0,"Communicable",12.5265998820601,19.4410317021989,27.0827906966636,19.6294951929414,"East South Central","South","AL","Male","Alabama",1975,"Alabama"
"77",77,0,7,0,"Injuries",84.5527126529259,94.4059642234211,104.382275527941,94.3939056285081,"East South Central","South","AL","Male","Alabama",1975,"Alabama"
"78",78,0,7,0,"Non-communicable",-2.98091059082022,3.11355569084738,9.44666220771619,3.07292867767804,"East South Central","South","AL","Male","Alabama",1975,"Alabama"
"79",79,0,7,1,"All other causes",108.036251490434,116.688929015932,125.803613182288,116.815526575014,"East South Central","South","AL","Female","Alabama",1975,"Alabama"
"80",80,0,7,1,"Cancers",13.6903559934316,20.0276805303576,26.0448677462556,20.0160177992701,"East South Central","South","AL","Female","Alabama",1975,"Alabama"
"81",81,0,7,1,"Cardiovascular",46.5501105575041,64.7756942088017,84.3643197090141,64.9809977196203,"East South Central","South","AL","Female","Alabama",1975,"Alabama"
"82",82,0,7,1,"Communicable",4.37364034876925,8.08118641048502,11.828089812667,8.08797024215236,"East South Central","South","AL","Female","Alabama",1975,"Alabama"
"83",83,0,7,1,"Injuries",9.28270454425813,12.644615416801,16.0937917061724,12.672713604985,"East South Central","South","AL","Female","Alabama",1975,"Alabama"
"84",84,0,7,1,"Non-communicable",30.5771249573863,34.8259119424904,39.8443856993937,34.9497604824054,"East South Central","South","AL","Female","Alabama",1975,"Alabama"
"85",85,0,8,0,"All other causes",156.241919794955,169.840686147816,184.028034115095,170.018448028875,"East South Central","South","AL","Male","Alabama",1976,"Alabama"
"86",86,0,8,0,"Cancers",22.0955370978314,32.1203728054451,44.1271826809359,32.3937770148271,"East South Central","South","AL","Male","Alabama",1976,"Alabama"
"87",87,0,8,0,"Cardiovascular",-43.9420181460054,-17.5339654300524,8.05085284167365,-17.9612179015833,"East South Central","South","AL","Male","Alabama",1976,"Alabama"
"88",88,0,8,0,"Communicable",8.96194832428712,16.5698634521247,23.8866487454305,16.6008376980736,"East South Central","South","AL","Male","Alabama",1976,"Alabama"
"89",89,0,8,0,"Injuries",83.7597115012454,93.5949904004,104.066100840344,93.7257542197693,"East South Central","South","AL","Male","Alabama",1976,"Alabama"
"90",90,0,8,0,"Non-communicable",-4.15793423842382,2.31778967340728,8.76340758281797,2.34453920167327,"East South Central","South","AL","Male","Alabama",1976,"Alabama"
"91",91,0,8,1,"All other causes",109.573094458803,118.386561467039,128.618268620599,118.519300847568,"East South Central","South","AL","Female","Alabama",1976,"Alabama"
"92",92,0,8,1,"Cancers",15.3963432630697,22.2045972937459,28.0200659474761,22.0228763258927,"East South Central","South","AL","Female","Alabama",1976,"Alabama"
"93",93,0,8,1,"Cardiovascular",48.5267075437667,68.2032957921605,86.8811568208891,68.0576696567676,"East South Central","South","AL","Female","Alabama",1976,"Alabama"
"94",94,0,8,1,"Communicable",2.79076263673244,6.13384249908356,10.0771053594718,6.20508280495398,"East South Central","South","AL","Female","Alabama",1976,"Alabama"
"95",95,0,8,1,"Injuries",9.04063541894801,12.226438502979,15.5133009911836,12.2088367635273,"East South Central","South","AL","Female","Alabama",1976,"Alabama"
"96",96,0,8,1,"Non-communicable",28.6363158281672,33.2667797395952,37.762200331058,33.1864589479151,"East South Central","South","AL","Female","Alabama",1976,"Alabama"
"97",97,0,9,0,"All other causes",155.267859293909,168.601659165692,182.927772421649,168.738746397326,"East South Central","South","AL","Male","Alabama",1977,"Alabama"
"98",98,0,9,0,"Cancers",28.8680745056263,39.9436390876446,52.0444753539025,40.1648466357553,"East South Central","South","AL","Male","Alabama",1977,"Alabama"
"99",99,0,9,0,"Cardiovascular",-34.5415961716497,-7.84703606117216,17.3721306956159,-7.68840269105701,"East South Central","South","AL","Male","Alabama",1977,"Alabama"
"100",100,0,9,0,"Communicable",9.58083063483966,17.0583788411076,24.5094837467488,17.0501255539348,"East South Central","South","AL","Male","Alabama",1977,"Alabama"
"101",101,0,9,0,"Injuries",80.6393101495032,90.1378718140704,99.6082716389436,90.1219828807955,"East South Central","South","AL","Male","Alabama",1977,"Alabama"
"102",102,0,9,0,"Non-communicable",-5.22613522636198,1.67177348697022,8.45856017306382,1.65057352956217,"East South Central","South","AL","Male","Alabama",1977,"Alabama"
"103",103,0,9,1,"All other causes",105.727095815211,114.533444714355,123.279420855376,114.491504328077,"East South Central","South","AL","Female","Alabama",1977,"Alabama"
"104",104,0,9,1,"Cancers",17.1201396364042,23.739031641488,29.7767499165885,23.6601656995381,"East South Central","South","AL","Female","Alabama",1977,"Alabama"
"105",105,0,9,1,"Cardiovascular",54.0624750187656,71.184710693911,88.9002586927967,71.3352481259391,"East South Central","South","AL","Female","Alabama",1977,"Alabama"
"106",106,0,9,1,"Communicable",-0.059888410461499,3.75245519448904,7.40773288013002,3.74510815995645,"East South Central","South","AL","Female","Alabama",1977,"Alabama"
"107",107,0,9,1,"Injuries",7.56682865607253,10.9577338122293,14.2589154102166,10.919965978419,"East South Central","South","AL","Female","Alabama",1977,"Alabama"
"108",108,0,9,1,"Non-communicable",27.6154611747075,31.9577335699392,36.376062354369,31.9822836808422,"East South Central","South","AL","Female","Alabama",1977,"Alabama"
"109",109,0,10,0,"All other causes",152.497471921984,165.133999483773,179.120812482936,165.288399216805,"East South Central","South","AL","Male","Alabama",1978,"Alabama"
"110",110,0,10,0,"Cancers",37.908812415224,49.3468067032724,61.4461873473712,49.4740700657258,"East South Central","South","AL","Male","Alabama",1978,"Alabama"
"111",111,0,10,0,"Cardiovascular",-24.1792405260308,1.53043284120099,26.662195573099,1.14551609592956,"East South Central","South","AL","Male","Alabama",1978,"Alabama"
"112",112,0,10,0,"Communicable",4.45394019033422,12.16543195752,19.2659702838545,11.9690552606404,"East South Central","South","AL","Male","Alabama",1978,"Alabama"
"113",113,0,10,0,"Injuries",73.6856652069699,83.5961348119183,93.583898159299,83.6314283825927,"East South Central","South","AL","Male","Alabama",1978,"Alabama"
"114",114,0,10,0,"Non-communicable",-3.50643547302577,2.58057237715494,9.29945530780813,2.62756765445352,"East South Central","South","AL","Male","Alabama",1978,"Alabama"
"115",115,0,10,1,"All other causes",98.8755860425818,107.620103719938,116.091365990056,107.567911499777,"East South Central","South","AL","Female","Alabama",1978,"Alabama"
"116",116,0,10,1,"Cancers",18.7047986118375,25.3468288758541,31.4397973631116,25.2070372014348,"East South Central","South","AL","Female","Alabama",1978,"Alabama"
"117",117,0,10,1,"Cardiovascular",46.9430387373408,65.7021628510123,83.0024475583094,65.5989668063572,"East South Central","South","AL","Female","Alabama",1978,"Alabama"
"118",118,0,10,1,"Communicable",0.499989697494196,4.02008590018663,7.63653583164774,4.0283076168879,"East South Central","South","AL","Female","Alabama",1978,"Alabama"
"119",119,0,10,1,"Injuries",6.87324648972945,10.0193424170693,13.3125665286286,10.03915646004,"East South Central","South","AL","Female","Alabama",1978,"Alabama"
"120",120,0,10,1,"Non-communicable",25.0285361367439,29.160782657857,33.8940107732255,29.2670855710086,"East South Central","South","AL","Female","Alabama",1978,"Alabama"
"121",121,0,11,0,"All other causes",140.127487605119,152.761040007922,166.020390740906,152.89586057045,"East South Central","South","AL","Male","Alabama",1979,"Alabama"
"122",122,0,11,0,"Cancers",41.8808860151074,53.3849357480084,66.0856013741411,53.5895193739935,"East South Central","South","AL","Male","Alabama",1979,"Alabama"
"123",123,0,11,0,"Cardiovascular",-23.8902561201091,-0.283023706040922,26.8365917408163,0.172260149950199,"East South Central","South","AL","Male","Alabama",1979,"Alabama"
"124",124,0,11,0,"Communicable",7.29293744404526,15.1769597751013,21.977799818949,14.9903417758867,"East South Central","South","AL","Male","Alabama",1979,"Alabama"
"125",125,0,11,0,"Injuries",71.5302055412235,80.598226148231,90.4013554972165,80.6878038432052,"East South Central","South","AL","Male","Alabama",1979,"Alabama"
"126",126,0,11,0,"Non-communicable",-3.64283691532093,2.95374047855173,9.16963817630909,2.90595358297789,"East South Central","South","AL","Male","Alabama",1979,"Alabama"
"127",127,0,11,1,"All other causes",94.6520633596921,102.919050962917,111.938611729107,103.012236114835,"East South Central","South","AL","Female","Alabama",1979,"Alabama"
"128",128,0,11,1,"Cancers",20.0410847404846,26.0136085851565,32.1148969930912,26.0675432100152,"East South Central","South","AL","Female","Alabama",1979,"Alabama"
"129",129,0,11,1,"Cardiovascular",45.4424615290378,61.5775707739672,80.0379790885982,62.0095737599777,"East South Central","South","AL","Female","Alabama",1979,"Alabama"
"130",130,0,11,1,"Communicable",2.90203137179054,6.50741262883355,10.2877750767394,6.55485889401877,"East South Central","South","AL","Female","Alabama",1979,"Alabama"
"131",131,0,11,1,"Injuries",6.38916314644525,9.57712628535431,12.8027064890349,9.58449659031929,"East South Central","South","AL","Female","Alabama",1979,"Alabama"
"132",132,0,11,1,"Non-communicable",23.5535274920028,27.5791912110713,31.8323276441203,27.630603690439,"East South Central","South","AL","Female","Alabama",1979,"Alabama"
"133",133,0,12,0,"All other causes",136.631513727802,150.539082440131,163.399611543255,150.436757907627,"East South Central","South","AL","Male","Alabama",1980,"Alabama"
"134",134,0,12,0,"Cancers",44.5073781240599,57.534135370373,70.1114782545374,57.4546030723785,"East South Central","South","AL","Male","Alabama",1980,"Alabama"
"135",135,0,12,0,"Cardiovascular",-11.7567093825622,12.2310009080293,37.4497393289587,12.3141266601621,"East South Central","South","AL","Male","Alabama",1980,"Alabama"
"136",136,0,12,0,"Communicable",11.0227325734726,18.324213085863,25.4983535768198,18.2723821329097,"East South Central","South","AL","Male","Alabama",1980,"Alabama"
"137",137,0,12,0,"Injuries",68.9714725869044,77.5218283991878,87.1381211470748,77.741906635402,"East South Central","South","AL","Male","Alabama",1980,"Alabama"
"138",138,0,12,0,"Non-communicable",-4.60123415105267,2.1891551192078,8.80977048303814,2.19353959642766,"East South Central","South","AL","Male","Alabama",1980,"Alabama"
"139",139,0,12,1,"All other causes",88.6164232310125,97.0457479111526,105.500871012179,97.0746600403272,"East South Central","South","AL","Female","Alabama",1980,"Alabama"
"140",140,0,12,1,"Cancers",18.0402300979555,24.1398240022178,30.3461733644905,24.1273656152085,"East South Central","South","AL","Female","Alabama",1980,"Alabama"
"141",141,0,12,1,"Cardiovascular",56.0404735980944,73.3551367766215,91.3076579785069,73.2038663399819,"East South Central","South","AL","Female","Alabama",1980,"Alabama"
"142",142,0,12,1,"Communicable",4.02527688825909,7.3612605451746,10.8259808153087,7.36820139997953,"East South Central","South","AL","Female","Alabama",1980,"Alabama"
"143",143,0,12,1,"Injuries",6.28564300452766,9.36675920243903,12.7371550544569,9.3957387118147,"East South Central","South","AL","Female","Alabama",1980,"Alabama"
"144",144,0,12,1,"Non-communicable",22.8545530965293,27.0416371937417,31.6712380372507,27.1764099891135,"East South Central","South","AL","Female","Alabama",1980,"Alabama"
"145",145,0,13,0,"All other causes",127.386807087851,139.738325961336,152.187486513815,139.698735680515,"East South Central","South","AL","Male","Alabama",1981,"Alabama"
"146",146,0,13,0,"Cancers",46.5728556105931,59.3479665360045,71.1153757971458,59.151585305309,"East South Central","South","AL","Male","Alabama",1981,"Alabama"
"147",147,0,13,0,"Cardiovascular",-14.9190048376242,7.85652514225092,30.7988748682728,7.92172057519323,"East South Central","South","AL","Male","Alabama",1981,"Alabama"
"148",148,0,13,0,"Communicable",10.8828254234649,18.5095402474048,25.6068473240512,18.4140287088684,"East South Central","South","AL","Male","Alabama",1981,"Alabama"
"149",149,0,13,0,"Injuries",66.9726498243855,75.9060520886884,84.9366383957909,75.8131572689546,"East South Central","South","AL","Male","Alabama",1981,"Alabama"
"150",150,0,13,0,"Non-communicable",-7.78487019580351,-1.09878831639534,4.79346477635313,-1.27331960919566,"East South Central","South","AL","Male","Alabama",1981,"Alabama"
"151",151,0,13,1,"All other causes",80.3836863946085,88.1246452698825,96.7177000810301,88.1792829770059,"East South Central","South","AL","Female","Alabama",1981,"Alabama"
"152",152,0,13,1,"Cancers",16.6896530291695,23.0929452542814,29.314840224625,23.0109220653727,"East South Central","South","AL","Female","Alabama",1981,"Alabama"
"153",153,0,13,1,"Cardiovascular",60.4893519916634,76.2886290427183,93.6204785931011,76.6345086797174,"East South Central","South","AL","Female","Alabama",1981,"Alabama"
"154",154,0,13,1,"Communicable",3.23948092329282,7.05657362877304,10.6378228492102,7.00204770078497,"East South Central","South","AL","Female","Alabama",1981,"Alabama"
"155",155,0,13,1,"Injuries",5.28781190805775,8.26065387505442,11.2586535251362,8.24440472849641,"East South Central","South","AL","Female","Alabama",1981,"Alabama"
"156",156,0,13,1,"Non-communicable",20.7334897966032,25.1239403102377,29.7721031696153,25.1984546295505,"East South Central","South","AL","Female","Alabama",1981,"Alabama"
"157",157,0,14,0,"All other causes",114.014976932804,126.171812965827,138.478479332057,126.015677948016,"East South Central","South","AL","Male","Alabama",1982,"Alabama"
"158",158,0,14,0,"Cancers",52.0764707971924,65.0210054586117,78.674515830044,64.9830983658548,"East South Central","South","AL","Male","Alabama",1982,"Alabama"
"159",159,0,14,0,"Cardiovascular",8.59420544325612,31.1222645875744,55.3106929717071,31.5769876681879,"East South Central","South","AL","Male","Alabama",1982,"Alabama"
"160",160,0,14,0,"Communicable",8.9869858569559,15.9157362520235,22.5196191938989,15.9142508375594,"East South Central","South","AL","Male","Alabama",1982,"Alabama"
"161",161,0,14,0,"Injuries",59.086960144627,67.3270022569233,75.6299550433903,67.3665837642883,"East South Central","South","AL","Male","Alabama",1982,"Alabama"
"162",162,0,14,0,"Non-communicable",-8.38536577042397,-1.67011581074865,4.79366527768829,-1.69635262472139,"East South Central","South","AL","Male","Alabama",1982,"Alabama"
"163",163,0,14,1,"All other causes",71.637037029778,79.7029922700568,88.0398052840137,79.7447263153516,"East South Central","South","AL","Female","Alabama",1982,"Alabama"
"164",164,0,14,1,"Cancers",16.1734837861824,22.3179606670842,28.642403421062,22.3180831881049,"East South Central","South","AL","Female","Alabama",1982,"Alabama"
"165",165,0,14,1,"Cardiovascular",64.8867404545161,81.4780840083455,98.5079074197985,81.4884581133464,"East South Central","South","AL","Female","Alabama",1982,"Alabama"
"166",166,0,14,1,"Communicable",3.79964291354541,7.45947098468422,10.9769598700254,7.51092953002424,"East South Central","South","AL","Female","Alabama",1982,"Alabama"
"167",167,0,14,1,"Injuries",4.93614184497877,7.8040153707166,10.5868692732388,7.81535403989938,"East South Central","South","AL","Female","Alabama",1982,"Alabama"
"168",168,0,14,1,"Non-communicable",18.7660918457709,23.2731247190643,28.2207321689415,23.3411084171162,"East South Central","South","AL","Female","Alabama",1982,"Alabama"
"169",169,0,15,0,"All other causes",104.969331446184,116.294843376976,128.235331542536,116.241529783092,"East South Central","South","AL","Male","Alabama",1983,"Alabama"
"170",170,0,15,0,"Cancers",60.9329024041448,72.8202606670952,86.1608227990831,73.0730289608724,"East South Central","South","AL","Male","Alabama",1983,"Alabama"
"171",171,0,15,0,"Cardiovascular",34.6039273437203,55.8903869645026,77.5408785035575,56.2382786298401,"East South Central","South","AL","Male","Alabama",1983,"Alabama"
"172",172,0,15,0,"Communicable",7.36060961522823,14.6554565572966,21.5697650132286,14.5591560104358,"East South Central","South","AL","Male","Alabama",1983,"Alabama"
"173",173,0,15,0,"Injuries",53.1405134552762,61.1134805133731,69.1720046449031,60.9922660528803,"East South Central","South","AL","Male","Alabama",1983,"Alabama"
"174",174,0,15,0,"Non-communicable",-8.99661044138377,-1.81246884926482,4.85890517767768,-1.90296759901626,"East South Central","South","AL","Male","Alabama",1983,"Alabama"
"175",175,0,15,1,"All other causes",69.6666020317722,77.3069353713651,84.996071300452,77.3029949934625,"East South Central","South","AL","Female","Alabama",1983,"Alabama"
"176",176,0,15,1,"Cancers",15.5903514481664,22.2008924564105,28.6649230513395,22.2039282545274,"East South Central","South","AL","Female","Alabama",1983,"Alabama"
