"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"State"	"State Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	19126	4371908	437.5	282.0
	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	31089	6173740	503.6	297.7
	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	22553	5633507	400.3	298.5
	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	3411	1141049	298.9	555.2
	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	2710	1131732	239.5	478.7
	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	2705	887375	304.8	537.2
	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	3584	1357718	264.0	477.3
	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	3219	1162737	276.8	550.2
	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	32391	8089188	400.4	398.7
	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	26345	5159650	510.6	366.0
	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	15682	4152081	377.7	414.6
	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	24512	5785942	423.6	424.2
	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	19451	5456708	356.5	422.2
	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	3770	1191023	316.5	408.5
	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	3518	1265081	278.1	407.9
	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	3005	1008000	298.1	385.2
	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	4682	1597419	293.1	346.8
	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	3931	1273770	308.6	427.5
	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	37542	8266689	454.1	283.6
	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	26874	5476256	490.7	247.0
	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	18741	4353700	430.5	275.0
	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	30568	6148639	497.2	291.2
	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	22303	5654335	394.4	294.9
	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	3412	1149214	296.9	542.7
	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	2864	1168072	245.2	496.7
	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	2617	888926	294.4	502.2
	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	3543	1362150	260.1	458.9
	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	3415	1189157	287.2	570.6
	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	32005	8096911	395.3	388.0
	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	25974	5211978	498.4	355.8
	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	14842	4141070	358.4	386.7
	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	23776	5773483	411.8	407.0
	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	19194	5485030	349.9	406.5
	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	3874	1193908	324.5	412.8
	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	3319	1299709	255.4	373.4
	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	2934	1007751	291.1	371.5
	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	4748	1596664	297.4	346.0
	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	3893	1295477	300.5	420.2
	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	36812	8230225	447.3	277.7
	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	26087	5520077	472.6	240.2
	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	18214	4335064	420.2	266.7
	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	30250	6124266	493.9	286.3
	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	22178	5666047	391.4	292.0
	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	3524	1152094	305.9	543.9
	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	2902	1199205	242.0	478.3
	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	2617	888942	294.4	495.3
	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	3580	1362813	262.7	462.3
	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	3507	1210047	289.8	570.9
	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	32166	8069382	398.6	383.9
	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	25609	5259772	486.9	344.9
	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	15316	4127150	371.1	396.5
	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	23797	5758486	413.3	401.5
	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	19243	5503126	349.7	401.1
	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	3869	1196646	323.3	403.2
	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	3222	1331986	241.9	351.9
	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	2945	1007058	292.4	366.4
	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	4604	1593413	288.9	329.9
	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	3850	1316143	292.5	407.6
	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	36454	8201129	444.5	272.4
	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	25212	5556284	453.8	230.1
	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	17714	4316163	410.4	258.2
	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	29376	6098361	481.7	276.5
	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	21036	5676874	370.6	274.5
	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	3506	1153410	304.0	519.6
	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	2814	1230509	228.7	447.1
	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	2800	887307	315.6	521.1
	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	3550	1361345	260.8	441.5
	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	3412	1226083	278.3	540.7
	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	32120	8029324	400.0	377.0
	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	25105	5304847	473.2	333.5
	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	14486	4113368	352.2	368.6
	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	22922	5743409	399.1	381.7
	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	18827	5505248	342.0	382.4
	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	3699	1197163	309.0	381.6
	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	3073	1370995	224.1	321.8
	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	2859	1005737	284.3	350.0
	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	4767	1586435	300.5	337.4
	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	3567	1337266	266.7	371.8
	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	34352	8143078	421.9	257.4
	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	24572	5620640	437.2	222.2
	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	16771	4296638	390.3	243.3
	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	27811	6063430	458.7	261.2
	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	20106	5690348	353.3	260.7
	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	3327	1156061	287.8	482.6
	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	2870	1265850	226.7	436.6
	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	2609	888009	293.8	483.2
	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	3450	1355150	254.6	421.1
	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	3246	1247074	260.3	500.4
	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	30082	7988951	376.5	350.0
	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	24421	5379237	454.0	318.4
	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	13743	4105463	334.7	346.0
	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	21589	5717817	377.6	356.1
	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	18056	5525064	326.8	357.4
	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	3584	1194276	300.1	359.9
	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	3163	1411525	224.1	319.2
	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	2785	1004009	277.4	335.2
	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	4605	1575037	292.4	319.4
	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	3423	1360449	251.6	347.9
	"2005"	"2005"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	33140	8060076	411.2	244.4
	"2005"	"2005"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	23659	5682632	416.3	211.0
	"2005"	"2005"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	16340	4275507	382.2	235.4
	"2005"	"2005"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	27518	6013749	457.6	257.5
	"2005"	"2005"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	19683	5705472	345.0	250.6
	"2005"	"2005"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	3450	1156742	298.3	476.9
	"2005"	"2005"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	2897	1302360	222.4	420.9
	"2005"	"2005"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	2675	886880	301.6	481.8
	"2005"	"2005"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	3530	1348377	261.8	418.2
	"2005"	"2005"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	3235	1270601	254.6	482.2
	"2005"	"2005"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	29458	7927449	371.6	336.3
	"2005"	"2005"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	23917	5445010	439.2	306.0
	"2005"	"2005"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	13819	4088498	338.0	342.8
	"2005"	"2005"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	21506	5681192	378.5	350.2
	"2005"	"2005"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	17694	5546616	319.0	342.0
	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	3602	1191399	302.3	355.8
	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	3088	1447763	213.3	299.9
	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	2526	1003652	251.7	298.5
	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	4454	1565512	284.5	303.8
	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	3231	1435553	225.1	310.9
	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	31822	7969628	399.3	234.1
	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	22256	5697774	390.6	197.2
	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	15612	4257730	366.7	224.7
	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	25944	5968856	434.7	241.6
	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	18838	5752153	327.5	236.0
	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	3378	1156154	292.2	466.5
	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	2844	1336830	212.7	392.4
	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	2580	886678	291.0	455.9
	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	3498	1340858	260.9	408.9
	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	3157	1332935	236.8	442.9
	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	29303	7849801	373.3	330.1
	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	23040	5468341	421.3	290.6
	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	13074	4075000	320.8	319.7
	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	21087	5644354	373.6	339.0
	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	17163	5596812	306.7	320.4
	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	3465	1187649	291.8	334.8
	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	2988	1471170	203.1	278.6
	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	2493	1004074	248.3	286.9
	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	4411	1557117	283.3	294.8
	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	3314	1457863	227.3	314.1
	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	30393	7895270	385.0	221.2
	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	21061	5681550	370.7	185.0
	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	14797	4248289	348.3	211.1
	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	25022	5939422	421.3	231.2
	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	18813	5784379	325.2	232.1
	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	3362	1155990	290.8	442.8
	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	2780	1360631	204.3	362.3
	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	2534	885931	286.0	432.9
	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	3557	1336450	266.2	408.0
	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	3131	1355307	231.0	429.5
	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	27732	7790172	356.0	306.3
	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	21965	5461001	402.2	273.0
	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	12610	4068009	310.0	303.1
	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	20807	5623232	370.0	329.8
	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	17563	5632456	311.8	319.0
	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	3338	1188627	280.8	318.3
	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	2852	1495315	190.7	256.5
	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	2575	1004523	256.3	291.1
	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	4424	1556963	284.1	291.1
	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	3273	1483268	220.7	303.7
	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	29220	7849563	372.3	209.8
	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	20817	5662295	367.6	179.7
	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	14793	4236966	349.1	210.4
	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	24801	5918637	419.0	227.8
	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	18380	5815553	316.0	223.7
	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	3224	1159355	278.1	417.6
	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	2835	1382805	205.0	360.4
	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	2455	885575	277.2	416.1
	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	3539	1338180	264.5	396.5
	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	3002	1381084	217.4	398.5
	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	27324	7757241	352.2	295.7
	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	21735	5440502	399.5	265.6
	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	12642	4061838	311.2	298.6
	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	20629	5610830	367.7	322.2
	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	17831	5668914	314.5	314.0
	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	3213	1192173	269.5	294.4
	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	2900	1515660	191.3	249.5
	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	2399	1005480	238.6	265.4
	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	4266	1563462	272.9	273.7
	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	3161	1514014	208.8	279.0
	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	27784	7808938	355.8	196.9
	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	19938	5641301	353.4	170.1
	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	13756	4227138	325.4	195.0
	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	23748	5900136	402.5	217.1
	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	17348	5849237	296.6	207.9
	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	3167	1163496	272.2	389.3
	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	2845	1401516	203.0	338.1
	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	2491	885698	281.2	405.5
	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	3458	1343086	257.5	374.5
	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	3180	1410372	225.5	399.9
	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	26708	7730016	345.5	284.4
	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	21570	5419500	398.0	258.8
	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	12143	4054715	299.5	282.3
	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	19824	5598390	354.1	305.6
	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	17186	5707076	301.1	295.2
	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	3145	1195959	263.0	279.9
	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	2869	1532970	187.2	241.2
	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	2506	1006272	249.0	271.7
	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	3903	1569837	248.6	245.4
	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	3208	1536356	208.8	276.9
	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	27450	7780118	352.8	192.2
	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	19942	5642356	353.4	167.6
	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	13473	4217903	319.4	188.9
	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	22709	5882534	386.0	206.1
	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	17503	5867780	298.3	207.2
	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	3122	1167886	267.3	377.8
	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	2850	1417122	201.1	332.4
	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	2476	886324	279.4	395.4
	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	3389	1349205	251.2	363.5
	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	3105	1432935	216.7	376.3
	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	26340	7707476	341.7	276.9
	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	21926	5422815	404.3	259.4
	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	12480	4048461	308.3	286.5
	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	18966	5587393	339.4	289.6
	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	17478	5731676	304.9	294.9
