"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"State"	"State Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"2000"	"2000"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	391	1026401	38.1	40.3
	"2000"	"2000"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	315	1849457	17.0	18.2
	"2000"	"2000"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	384	1287939	29.8	32.5
	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	3168	13341153	23.7	23.3
	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	2441	6705029	36.4	31.1
	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	1423	5056749	28.1	25.2
	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	1645	7336494	22.4	19.0
	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	2973	8815254	33.7	33.7
	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	1111	1234115	90.0	93.8
	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	1074	1187565	90.4	99.7
	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	1197	907401	131.9	140.8
	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	1004	1585127	63.3	67.2
	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	989	1201820	82.3	89.0
	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	8347	13407838	62.3	66.1
	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	5609	6427061	87.3	84.3
	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	3202	4924771	65.0	67.8
	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	3510	6927047	50.7	51.7
	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	6644	8760224	75.8	81.5
	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	336	1296780	25.9	27.3
	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	353	1324608	26.6	29.0
	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	358	1029945	34.8	36.9
	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	408	1860551	21.9	23.0
	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	436	1319089	33.1	36.3
	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	2985	13505365	22.1	21.6
	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	2765	6833739	40.5	35.2
	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	1500	5069579	29.6	26.5
	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	1931	7338431	26.3	22.3
	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	3139	8985946	34.9	34.9
	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	1106	1251049	88.4	91.3
	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	1023	1228606	83.3	91.4
	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	1195	910304	131.3	142.4
	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	1125	1597107	70.4	75.4
	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	1039	1232556	84.3	93.4
	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	8002	13592819	58.9	62.0
	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	6309	6559116	96.2	92.6
	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	3412	4945920	69.0	71.5
	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	3960	6942969	57.0	57.7
	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	7156	8936085	80.1	86.7
	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	404	1306520	30.9	32.4
	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	359	1363767	26.3	28.4
	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	347	1030826	33.7	35.7
	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	356	1865067	19.1	19.7
	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	430	1344674	32.0	34.7
	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	3893	13611768	28.6	28.0
	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	3030	6948991	43.6	37.8
	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	1554	5074378	30.6	27.3
	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	1769	7330648	24.1	20.4
	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	3259	9118467	35.7	35.9
	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	1386	1260806	109.9	114.9
	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	1099	1263764	87.0	95.8
	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	1210	911417	132.8	139.9
	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	1041	1602183	65.0	69.2
	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	1079	1257563	85.8	95.8
	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	9532	13697250	69.6	73.2
	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	6461	6674585	96.8	93.1
	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	3468	4953956	70.0	72.2
	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	3751	6945612	54.0	54.6
	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	7396	9073792	81.5	87.5
	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	398	1316660	30.2	31.9
	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	386	1400657	27.6	29.0
	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	343	1031418	33.3	35.5
	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	347	1866404	18.6	19.3
	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	417	1369379	30.5	33.0
	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	4026	13724880	29.3	28.7
	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	3137	7053660	44.5	38.6
	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	1460	5077409	28.8	25.5
	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	1755	7318315	24.0	20.0
	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	3422	9250249	37.0	37.2
	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	1324	1268907	104.3	107.1
	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	1092	1299486	84.0	90.4
	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	1085	910922	119.1	124.7
	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	1072	1604603	66.8	70.1
	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	1075	1277360	84.2	93.7
	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	10020	13786662	72.7	75.9
	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	6734	6784942	99.2	95.4
	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	3178	4959900	64.1	66.1
	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	3749	6945157	54.0	54.4
	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	7547	9190691	82.1	88.2
	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	421	1324558	31.8	33.4
	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	399	1445760	27.6	29.8
	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	371	1031428	36.0	37.8
	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	318	1863418	17.1	17.7
	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	456	1394787	32.7	35.6
	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	4157	13797310	30.1	29.4
	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	3296	7196797	45.8	39.9
	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	1538	5078001	30.3	26.8
	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	1676	7293173	23.0	18.9
	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	3346	9382770	35.7	35.8
	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	1426	1278594	111.5	115.4
	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	1168	1340686	87.1	95.0
	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	1001	913045	109.6	116.9
	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	987	1600828	61.7	65.2
	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	1123	1302552	86.2	95.0
	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	9812	13866357	70.8	73.8
	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	6971	6935095	100.5	96.1
	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	3290	4969832	66.2	67.9
	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	3631	6929618	52.4	52.6
	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	7357	9323084	78.9	85.0
	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	452	1328963	34.0	35.8
	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	413	1495414	27.6	29.7
	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	326	1031313	31.6	33.5
	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	334	1857880	18.0	18.5
	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	461	1422960	32.4	35.4
	"2005"	"2005"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	4146	13832450	30.0	29.1
	"2005"	"2005"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	3375	7344055	46.0	39.8
	"2005"	"2005"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	1556	5076409	30.7	27.1
	"2005"	"2005"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	1754	7248164	24.2	19.8
	"2005"	"2005"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	3426	9519891	36.0	36.0
	"2005"	"2005"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	1494	1286444	116.1	118.8
	"2005"	"2005"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	1228	1386372	88.6	94.9
	"2005"	"2005"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	999	913540	109.4	116.6
	"2005"	"2005"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	1087	1599801	67.9	71.1
	"2005"	"2005"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	1169	1330938	87.8	97.2
	"2005"	"2005"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	10144	13913945	72.9	75.2
	"2005"	"2005"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	7375	7084592	104.1	100.1
	"2005"	"2005"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	3369	4969968	67.8	69.4
	"2005"	"2005"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	3611	6898559	52.3	52.0
	"2005"	"2005"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	7667	9460866	81.0	87.0
	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	450	1333724	33.7	34.8
	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	422	1540166	27.4	29.4
	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	336	1032676	32.5	34.2
	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	375	1855455	20.2	20.7
	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	433	1504564	28.8	30.9
	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	4178	13846008	30.2	29.0
	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	3413	7444486	45.8	39.5
	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	1520	5079323	29.9	26.5
	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	1915	7209320	26.6	22.3
	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	3642	9705520	37.5	37.4
	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	1431	1293213	110.7	111.8
	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	1283	1429084	89.8	93.7
	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	1233	915160	134.7	141.5
	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	1115	1598437	69.8	71.9
	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	1246	1399438	89.0	97.9
	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	10527	13927575	75.6	77.5
	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	7604	7189757	105.8	101.3
	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	3334	4975113	67.0	68.1
	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	4254	6868066	61.9	61.0
	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	7795	9641442	80.8	86.4
	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	424	1338248	31.7	32.4
	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	418	1570043	26.6	27.9
	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	350	1034950	33.8	34.9
	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	369	1855300	19.9	20.2
	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	394	1533671	25.7	28.5
	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	4397	13874822	31.7	30.2
	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	3546	7500333	47.3	41.5
	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	1597	5091715	31.4	27.5
	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	1981	7191923	27.5	23.2
	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	3745	9881326	37.9	37.7
	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	1418	1301121	109.0	110.8
	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	1384	1458981	94.9	99.7
	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	1076	916207	117.4	122.2
	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	1045	1601502	65.3	67.3
	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	1188	1428447	83.2	90.7
	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	10561	13957514	75.7	77.2
	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	7784	7250652	107.4	102.5
	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	3401	4986628	68.2	69.5
	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	4182	6859701	61.0	59.8
	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	8210	9812975	83.7	89.6
	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	399	1348565	29.6	30.1
	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	429	1599833	26.8	28.1
	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	300	1037454	28.9	29.7
	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	320	1863557	17.2	17.3
	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	318	1565986	20.3	22.6
	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	4103	13954544	29.4	27.8
	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	3569	7546154	47.3	41.0
	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	1610	5103088	31.5	27.6
	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	1962	7190126	27.3	22.7
	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	3795	10053324	37.7	37.6
	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	1261	1313789	96.0	97.7
	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	1287	1486562	86.6	89.4
	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	1027	917777	111.9	115.8
	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	994	1610310	61.7	62.9
	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	814	1461166	55.7	62.3
	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	10270	14035802	73.2	74.4
	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	7863	7286783	107.9	102.6
	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	3518	4999575	70.4	71.5
	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	4219	6867660	61.4	60.0
	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	8481	9984575	84.9	90.5
	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	398	1363153	29.2	29.4
	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	420	1624390	25.9	27.2
	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	288	1040782	27.7	28.6
	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	322	1877321	17.2	17.0
	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	420	1603937	26.2	28.5
	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	4276	14035595	30.5	28.8
	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	3687	7581370	48.6	41.3
	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	1548	5114689	30.3	26.6
	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	1958	7193960	27.2	22.7
	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	3899	10229491	38.1	37.7
	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	1155	1328571	86.9	88.0
	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	1238	1509098	82.0	85.4
	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	1012	920044	110.0	113.9
	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	925	1621430	57.0	58.4
	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	1172	1497356	78.3	85.2
	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	10180	14111915	72.1	73.2
	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	7624	7312821	104.3	98.0
	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	3328	5009049	66.4	67.3
	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	4097	6878278	59.6	57.7
	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	8392	10157399	82.6	88.3
	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	393	1376482	28.6	28.8
	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	420	1644914	25.5	27.1
	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	279	1043388	26.7	27.8
	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	304	1890362	16.1	16.0
	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	454	1631174	27.8	29.8
	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	4219	14105562	29.9	28.0
	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	3773	7630888	49.4	41.1
	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	1576	5121488	30.8	26.9
	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	2021	7193156	28.1	23.1
	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	3925	10349638	37.9	37.5
	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	1158	1342297	86.3	87.4
	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	1132	1527806	74.1	79.4
	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	929	922454	100.7	102.9
	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	1048	1632834	64.2	65.3
	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	1148	1524837	75.3	84.2
	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	9722	14175153	68.6	69.4
	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	7621	7358237	103.6	96.3
	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	3333	5015227	66.5	66.8
	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	4213	6885161	61.2	59.2
	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	8170	10275353	79.5	85.2
	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	401	1387646	28.9	29.2
