Czech Republic, Cohort fertility rates by birth cohort, age and birth order (horizontal parallelograms, age in completed years (ACY))
Last modified: 21/01/2013
Cohort  Age        ASFR       ASFR1       ASFR2       ASFR3       ASFR4      ASFR5p
1900     19           .           .           .           .           .           .
1900     20           .           .           .           .           .           .
1900     21           .           .           .           .           .           .
1900     22           .           .           .           .           .           .
1900     23           .           .           .           .           .           .
1900     24           .           .           .           .           .           .
1900     25           .           .           .           .           .           .
1900     26           .           .           .           .           .           .
1900     27           .           .           .           .           .           .
1900     28           .           .           .           .           .           .
1900     29           .           .           .           .           .           .
1900     30           .           .           .           .           .           .
1900     31           .           .           .           .           .           .
1900     32           .           .           .           .           .           .
1900     33           .           .           .           .           .           .
1900     34           .           .           .           .           .           .
1900     35           .           .           .           .           .           .
1900     36           .           .           .           .           .           .
1900     37           .           .           .           .           .           .
1900     38           .           .           .           .           .           .
1900     39           .           .           .           .           .           .
1900     40           .           .           .           .           .           .
1900     41           .           .           .           .           .           .
1900     42           .           .           .           .           .           .
1900     43           .           .           .           .           .           .
1900     44           .           .           .           .           .           .
1900     45           .           .           .           .           .           .
1900     46           .           .           .           .           .           .
1900     47           .           .           .           .           .           .
1900     48           .           .           .           .           .           .
1900     49           .           .           .           .           .           .
1900     50     0.00006     0.00001     0.00001     0.00000     0.00000     0.00004
1900     51     0.00002     0.00000     0.00000     0.00000     0.00000     0.00002
1900     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00001
1900     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1900     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1900     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1901     12-          .           .           .           .           .           .
1901     13           .           .           .           .           .           .
1901     14           .           .           .           .           .           .
1901     15           .           .           .           .           .           .
1901     16           .           .           .           .           .           .
1901     17           .           .           .           .           .           .
1901     18           .           .           .           .           .           .
1901     19           .           .           .           .           .           .
1901     20           .           .           .           .           .           .
1901     21           .           .           .           .           .           .
1901     22           .           .           .           .           .           .
1901     23           .           .           .           .           .           .
1901     24           .           .           .           .           .           .
1901     25           .           .           .           .           .           .
1901     26           .           .           .           .           .           .
1901     27           .           .           .           .           .           .
1901     28           .           .           .           .           .           .
1901     29           .           .           .           .           .           .
1901     30           .           .           .           .           .           .
1901     31           .           .           .           .           .           .
1901     32           .           .           .           .           .           .
1901     33           .           .           .           .           .           .
1901     34           .           .           .           .           .           .
1901     35           .           .           .           .           .           .
1901     36           .           .           .           .           .           .
1901     37           .           .           .           .           .           .
1901     38           .           .           .           .           .           .
1901     39           .           .           .           .           .           .
1901     40           .           .           .           .           .           .
1901     41           .           .           .           .           .           .
1901     42           .           .           .           .           .           .
1901     43           .           .           .           .           .           .
1901     44           .           .           .           .           .           .
1901     45           .           .           .           .           .           .
1901     46           .           .           .           .           .           .
1901     47           .           .           .           .           .           .
1901     48           .           .           .           .           .           .
1901     49     0.00012     0.00001     0.00001     0.00001     0.00000     0.00008
1901     50     0.00004     0.00000     0.00000     0.00000     0.00000     0.00004
1901     51     0.00003     0.00000     0.00000     0.00000     0.00001     0.00001
1901     52     0.00002     0.00000     0.00000     0.00000     0.00000     0.00001
1901     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1901     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1901     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1902     12-          .           .           .           .           .           .
1902     13           .           .           .           .           .           .
1902     14           .           .           .           .           .           .
1902     15           .           .           .           .           .           .
1902     16           .           .           .           .           .           .
1902     17           .           .           .           .           .           .
1902     18           .           .           .           .           .           .
1902     19           .           .           .           .           .           .
1902     20           .           .           .           .           .           .
1902     21           .           .           .           .           .           .
1902     22           .           .           .           .           .           .
1902     23           .           .           .           .           .           .
1902     24           .           .           .           .           .           .
1902     25           .           .           .           .           .           .
1902     26           .           .           .           .           .           .
1902     27           .           .           .           .           .           .
1902     28           .           .           .           .           .           .
1902     29           .           .           .           .           .           .
1902     30           .           .           .           .           .           .
1902     31           .           .           .           .           .           .
1902     32           .           .           .           .           .           .
1902     33           .           .           .           .           .           .
1902     34           .           .           .           .           .           .
1902     35           .           .           .           .           .           .
1902     36           .           .           .           .           .           .
1902     37           .           .           .           .           .           .
1902     38           .           .           .           .           .           .
1902     39           .           .           .           .           .           .
1902     40           .           .           .           .           .           .
1902     41           .           .           .           .           .           .
1902     42           .           .           .           .           .           .
1902     43           .           .           .           .           .           .
1902     44           .           .           .           .           .           .
1902     45           .           .           .           .           .           .
1902     46           .           .           .           .           .           .
1902     47           .           .           .           .           .           .
1902     48     0.00030     0.00002     0.00004     0.00003     0.00001     0.00020
1902     49     0.00008     0.00000     0.00000     0.00000     0.00000     0.00006
1902     50     0.00004     0.00000     0.00000     0.00000     0.00001     0.00002
1902     51     0.00003     0.00000     0.00000     0.00001     0.00001     0.00001
1902     52     0.00002     0.00000     0.00000     0.00001     0.00000     0.00001
1902     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1902     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1902     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1903     12-          .           .           .           .           .           .
1903     13           .           .           .           .           .           .
1903     14           .           .           .           .           .           .
1903     15           .           .           .           .           .           .
1903     16           .           .           .           .           .           .
1903     17           .           .           .           .           .           .
1903     18           .           .           .           .           .           .
1903     19           .           .           .           .           .           .
1903     20           .           .           .           .           .           .
1903     21           .           .           .           .           .           .
1903     22           .           .           .           .           .           .
1903     23           .           .           .           .           .           .
1903     24           .           .           .           .           .           .
1903     25           .           .           .           .           .           .
1903     26           .           .           .           .           .           .
1903     27           .           .           .           .           .           .
1903     28           .           .           .           .           .           .
1903     29           .           .           .           .           .           .
1903     30           .           .           .           .           .           .
1903     31           .           .           .           .           .           .
1903     32           .           .           .           .           .           .
1903     33           .           .           .           .           .           .
1903     34           .           .           .           .           .           .
1903     35           .           .           .           .           .           .
1903     36           .           .           .           .           .           .
1903     37           .           .           .           .           .           .
1903     38           .           .           .           .           .           .
1903     39           .           .           .           .           .           .
1903     40           .           .           .           .           .           .
1903     41           .           .           .           .           .           .
1903     42           .           .           .           .           .           .
1903     43           .           .           .           .           .           .
1903     44           .           .           .           .           .           .
1903     45           .           .           .           .           .           .
1903     46           .           .           .           .           .           .
1903     47     0.00075     0.00005     0.00010     0.00010     0.00006     0.00045
1903     48     0.00022     0.00001     0.00001     0.00001     0.00001     0.00017
1903     49     0.00008     0.00001     0.00001     0.00001     0.00002     0.00004
1903     50     0.00006     0.00000     0.00001     0.00001     0.00002     0.00002
1903     51     0.00003     0.00000     0.00001     0.00001     0.00000     0.00001
1903     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00001
1903     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1903     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1903     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1904     12-          .           .           .           .           .           .
1904     13           .           .           .           .           .           .
1904     14           .           .           .           .           .           .
1904     15           .           .           .           .           .           .
1904     16           .           .           .           .           .           .
1904     17           .           .           .           .           .           .
1904     18           .           .           .           .           .           .
1904     19           .           .           .           .           .           .
1904     20           .           .           .           .           .           .
1904     21           .           .           .           .           .           .
1904     22           .           .           .           .           .           .
1904     23           .           .           .           .           .           .
1904     24           .           .           .           .           .           .
1904     25           .           .           .           .           .           .
1904     26           .           .           .           .           .           .
1904     27           .           .           .           .           .           .
1904     28           .           .           .           .           .           .
1904     29           .           .           .           .           .           .
1904     30           .           .           .           .           .           .
1904     31           .           .           .           .           .           .
1904     32           .           .           .           .           .           .
1904     33           .           .           .           .           .           .
1904     34           .           .           .           .           .           .
1904     35           .           .           .           .           .           .
1904     36           .           .           .           .           .           .
1904     37           .           .           .           .           .           .
1904     38           .           .           .           .           .           .
1904     39           .           .           .           .           .           .
1904     40           .           .           .           .           .           .
1904     41           .           .           .           .           .           .
1904     42           .           .           .           .           .           .
1904     43           .           .           .           .           .           .
1904     44           .           .           .           .           .           .
1904     45           .           .           .           .           .           .
1904     46     0.00177     0.00009     0.00022     0.00030     0.00025     0.00091
1904     47     0.00062     0.00004     0.00005     0.00006     0.00006     0.00040
1904     48     0.00021     0.00002     0.00002     0.00002     0.00004     0.00012
1904     49     0.00010     0.00001     0.00001     0.00001     0.00002     0.00005
1904     50     0.00006     0.00000     0.00001     0.00002     0.00000     0.00003
1904     51     0.00003     0.00000     0.00001     0.00001     0.00000     0.00001
1904     52     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1904     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1904     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1904     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1905     12-          .           .           .           .           .           .
1905     13           .           .           .           .           .           .
1905     14           .           .           .           .           .           .
1905     15           .           .           .           .           .           .
1905     16           .           .           .           .           .           .
1905     17           .           .           .           .           .           .
1905     18           .           .           .           .           .           .
1905     19           .           .           .           .           .           .
1905     20           .           .           .           .           .           .
1905     21           .           .           .           .           .           .
1905     22           .           .           .           .           .           .
1905     23           .           .           .           .           .           .
1905     24           .           .           .           .           .           .
1905     25           .           .           .           .           .           .
1905     26           .           .           .           .           .           .
1905     27           .           .           .           .           .           .
1905     28           .           .           .           .           .           .
1905     29           .           .           .           .           .           .
1905     30           .           .           .           .           .           .
1905     31           .           .           .           .           .           .
1905     32           .           .           .           .           .           .
1905     33           .           .           .           .           .           .
1905     34           .           .           .           .           .           .
1905     35           .           .           .           .           .           .
1905     36           .           .           .           .           .           .
1905     37           .           .           .           .           .           .
1905     38           .           .           .           .           .           .
1905     39           .           .           .           .           .           .
1905     40           .           .           .           .           .           .
1905     41           .           .           .           .           .           .
1905     42           .           .           .           .           .           .
1905     43           .           .           .           .           .           .
1905     44           .           .           .           .           .           .
1905     45     0.00355     0.00017     0.00043     0.00066     0.00059     0.00169
1905     46     0.00159     0.00009     0.00017     0.00025     0.00021     0.00086
1905     47     0.00056     0.00004     0.00005     0.00007     0.00008     0.00032
1905     48     0.00023     0.00002     0.00002     0.00003     0.00004     0.00012
1905     49     0.00009     0.00001     0.00001     0.00002     0.00001     0.00005
1905     50     0.00004     0.00000     0.00001     0.00001     0.00000     0.00002
1905     51     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1905     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1905     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1905     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1905     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1906     12-          .           .           .           .           .           .
1906     13           .           .           .           .           .           .
1906     14           .           .           .           .           .           .
1906     15           .           .           .           .           .           .
1906     16           .           .           .           .           .           .
1906     17           .           .           .           .           .           .
1906     18           .           .           .           .           .           .
1906     19           .           .           .           .           .           .
1906     20           .           .           .           .           .           .
1906     21           .           .           .           .           .           .
1906     22           .           .           .           .           .           .
1906     23           .           .           .           .           .           .
1906     24           .           .           .           .           .           .
1906     25           .           .           .           .           .           .
1906     26           .           .           .           .           .           .
1906     27           .           .           .           .           .           .
1906     28           .           .           .           .           .           .
1906     29           .           .           .           .           .           .
1906     30           .           .           .           .           .           .
1906     31           .           .           .           .           .           .
1906     32           .           .           .           .           .           .
1906     33           .           .           .           .           .           .
1906     34           .           .           .           .           .           .
1906     35           .           .           .           .           .           .
1906     36           .           .           .           .           .           .
1906     37           .           .           .           .           .           .
1906     38           .           .           .           .           .           .
1906     39           .           .           .           .           .           .
1906     40           .           .           .           .           .           .
1906     41           .           .           .           .           .           .
1906     42           .           .           .           .           .           .
1906     43           .           .           .           .           .           .
1906     44     0.00605     0.00046     0.00068     0.00103     0.00081     0.00307
1906     45     0.00334     0.00019     0.00038     0.00061     0.00051     0.00166
1906     46     0.00141     0.00011     0.00013     0.00022     0.00019     0.00077
1906     47     0.00053     0.00005     0.00005     0.00008     0.00007     0.00029
1906     48     0.00022     0.00001     0.00002     0.00004     0.00002     0.00013
1906     49     0.00007     0.00000     0.00001     0.00002     0.00000     0.00004
1906     50     0.00001     0.00000     0.00000     0.00000     0.00000     0.00001
1906     51     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1906     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1906     53     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1906     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1906     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1907     12-          .           .           .           .           .           .
